GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
52.559357,-1.485308,143.82,18.78,4,115.94,23 / 23,8176913,2019-11-06 18:22:37:375,-2.3475,0.8945,8.6135,-0.0348,-0.0159,9.8065,-0.1528,-0.0424,0.1915,-26.19,-35.69,21.44,97.21,-87.83,-34.02
52.559357,-1.485308,143.82,18.78,4,115.94,23 / 23,8177014,2019-11-06 18:22:37:476,-2.6003,1.0783,9.5286,-0.0211,0.0053,9.8066,-0.1439,-0.0961,0.1132,-26.44,-35.5,21.44,96.67,-87.96,-34.38
52.559357,-1.485308,143.82,18.78,4,115.94,23 / 23,8177114,2019-11-06 18:22:37:576,0.0614,1.4039,9.7805,-0.0189,-0.0012,9.8065,0.0001,0.1095,-0.0685,-26.5,-35.31,20.19,96.37,-88.03,-33.28
52.559357,-1.485308,143.82,18.78,4,115.94,23 / 23,8177214,2019-11-06 18:22:37:676,-2.2533,0.4878,10.0444,0.014,0.0385,9.8065,0.0869,0.0071,-0.0611,-25.81,-35.06,20.69,102.2,-87.97,-28.8
52.559357,-1.485308,143.82,18.78,4,115.94,23 / 23,8177313,2019-11-06 18:22:37:775,-0.5465,3.0305,8.6873,0.0339,0.0053,9.8065,-0.0589,0.2598,-0.1392,-25.94,-36.25,20.63,106.7,-88.19,-24.09
52.559357,-1.485308,143.82,18.78,4,115.94,23 / 23,8177413,2019-11-06 18:22:37:875,-0.8029,0.0735,10.0493,0.004,0.0412,9.8065,0.0022,-0.1874,0.0809,-26,-36.37,20.5,112.84,-88.22,-17.84
52.559357,-1.485308,143.82,18.78,4,115.94,23 / 23,8177514,2019-11-06 18:22:37:976,-1.7165,-0.4331,9.8621,-0.0133,-0.0044,9.8066,-0.023,0.07,-0.0793,-25.94,-35.81,20.38,115.62,-88.4,-13.52
52.559357,-1.485308,143.82,18.78,4,115.94,23 / 23,8177614,2019-11-06 18:22:38:076,-0.8205,-0.2923,9.6057,0.0333,0.0085,9.8065,0.0445,-0.1767,0.0892,-25.75,-36.5,20.75,124.4,-88.41,-5.93
52.559357,-1.485308,143.82,18.78,4,115.94,23 / 23,8177714,2019-11-06 18:22:38:176,-0.3756,0.1827,9.6584,-0.0025,-0.0095,9.8066,0.0169,-0.0794,-0.0169,-25.44,-36.31,20.81,127.53,-88.21,-4.05
52.559357,-1.485308,143.82,18.78,4,115.94,23 / 23,8177814,2019-11-06 18:22:38:276,0.7722,1.3354,9.6754,-0.0176,0.0051,9.8066,0.0585,-0.0964,0.043,-25.87,-36.25,20.69,126.32,-88.09,-4.25
52.559357,-1.485308,143.82,18.78,4,115.94,22 / 23,8177914,2019-11-06 18:22:38:376,-0.1871,1.8161,9.5227,-0.0177,-0.0112,9.8066,-0.0799,-0.0427,0.065,-26,-36.75,20.56,128.55,-87.98,-2.11
52.559357,-1.485308,143.82,18.78,4,115.94,22 / 23,8178013,2019-11-06 18:22:38:475,2.5771,1.7367,8.6582,-0.0073,0.0036,9.8066,-0.1108,-0.1408,0.1173,-25.75,-37.12,20.38,131.77,-87.78,2.35
52.559357,-1.485308,143.82,18.78,4,115.94,22 / 23,8178113,2019-11-06 18:22:38:575,-0.3624,-0.9373,10.4948,-0.0064,-0.0214,9.8065,0.1234,-0.2278,0.054,-25.69,-36.19,20.25,136.21,-87.48,6.75
