No of GPS Satellites Available, Time Since Start of Day (seconds), Latitude (degrees), Longitude (degrees), Velocity (km/hr), Heading (degrees), Height (km), Vertical velocity (km/hr), Sample period (seconds), Steering Angle (degrees), Wheel Speed Front Left (rad/sec), Wheel Speed Front Right (rad/sec), Wheel Speed Rear Left (rad/sec), Wheel Speed Rear Right (rad/sec), Yaw Rate (deg/sec), Indicated Vehicle Speed (km/hr), Indicated Longitudinal Acceleration (g), Indicated Lateral Acceleration (g), Handbrake (0 or 1), Gear Requested (Number fof gear employed 1-5), Gear (Number fof gear employed 1-5), Engine Speed (rev/min), Coolant Temperature (degrees), Clutch Position (0 or 1), Brake Pressure (psi), Brake Position (0 or 1), Battery Voltage (volts), Air Temperature (degrees), Accelerator Pedal Position (0 or 1)
138.0,36944.8,52.5547098,-1.4630591,0.018000000000000002,122.98299999999999,97.59,0.01,0.1,2.599976,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,843.0,69.0,0.0,49.91,1.0,14.0,10.5,0.0
138.0,36944.9,52.5547098,-1.4630591,0.068,122.98299999999999,97.6,0.01,0.1,2.599976,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,844.0,69.0,0.0,49.669979999999995,1.0,14.0,10.5,0.0
138.0,36945.0,52.5547098,-1.4630591,0.10099999999999999,122.98299999999999,97.59,0.0,0.1,2.599976,0.0,0.0,0.0,0.0,0.2000122,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,844.0,69.0,0.0,48.72,1.0,14.0,10.5,0.0
138.0,36945.1,52.5547098,-1.4630591,0.013999999999999999,122.98299999999999,97.59,0.01,0.1,2.599976,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,842.0,69.0,0.0,45.87,1.0,14.1,10.5,0.0
138.0,36945.2,52.5547098,-1.4630591,0.054000000000000006,122.98299999999999,97.59,0.0,0.1,2.599976,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,839.0,69.0,0.0,42.78,1.0,14.1,10.5,0.0
138.0,36945.3,52.554709900000006,-1.4630591,0.043,122.98299999999999,97.59,0.0,0.1,2.700012,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,844.0,69.0,0.0,40.88,1.0,14.0,10.5,0.0
138.0,36945.4,52.554709900000006,-1.4630591,0.065,122.98299999999999,97.59,0.01,0.1,2.399963,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,841.0,69.0,0.0,40.64999,1.0,14.0,10.5,0.0
138.0,36945.5,52.554709900000006,-1.4630591,0.022000000000000002,122.98299999999999,97.59,-0.0,0.1,2.399963,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,842.0,69.0,0.0,40.41,1.0,14.0,10.5,0.0
138.0,36945.6,52.554709900000006,-1.4630591,0.028999999999999998,122.98299999999999,97.59,0.0,0.1,2.399963,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,834.0,69.0,0.0,40.41,1.0,14.0,10.5,0.0
138.0,36945.7,52.55471,-1.4630591,0.018000000000000002,122.98299999999999,97.59,0.0,0.1,2.399963,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,829.0,69.0,0.0,39.69998,1.0,14.0,10.5,0.0
138.0,36945.8,52.55471,-1.4630591,0.083,122.98299999999999,97.59,0.01,0.1,2.399963,0.0,0.0,0.0,0.0,0.2000122,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,829.0,69.0,0.0,38.03,1.0,14.0,10.5,0.0
138.0,36945.9,52.55471,-1.4630591,0.065,122.98299999999999,97.59,0.01,0.1,2.200012,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,826.0,69.0,0.0,35.419979999999995,1.0,14.0,10.5,0.0
138.0,36946.0,52.55471,-1.4630591,0.022000000000000002,122.98299999999999,97.59,0.01,0.1,1.5,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.03977990000000001,1.0,0.0,0.0,829.0,69.0,0.0,34.0,1.0,14.1,10.5,0.0
138.0,36946.1,52.55471,-1.4630591,0.076,122.98299999999999,97.59,0.0,0.1,0.8999634,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,831.0,69.0,0.0,33.75998,1.0,14.0,10.5,0.0
138.0,36946.2,52.55471,-1.4630591,0.079,122.98299999999999,97.59,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,830.0,69.0,0.0,34.0,1.0,14.0,10.5,0.0
138.0,36946.3,52.554710099999994,-1.4630591,0.006999999999999999,122.98299999999999,97.59,0.01,0.1,1.3999629999999998,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,834.0,69.0,0.0,34.47,1.0,14.0,10.5,0.0
138.0,36946.4,52.554710099999994,-1.4630591,0.043,122.98299999999999,97.59,0.01,0.1,1.7999880000000001,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,832.0,69.0,0.0,34.94998,1.0,14.1,10.5,0.0
138.0,36946.5,52.554710099999994,-1.4630591,0.10099999999999999,122.98299999999999,97.59,0.01,0.1,1.899963,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.03977990000000001,1.0,0.0,0.0,837.0,69.0,0.0,35.419979999999995,1.0,14.0,10.5,0.0
138.0,36946.6,52.554710099999994,-1.4630591,0.09699999999999999,122.98299999999999,97.58,0.01,0.1,1.7000119999999999,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,838.0,69.0,0.0,35.66,1.0,14.0,10.5,0.0
138.0,36946.7,52.554710099999994,-1.4630591,0.061,122.98299999999999,97.58,0.0,0.1,1.599976,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.03977990000000001,1.0,0.0,0.0,834.0,69.0,0.0,35.89999,1.0,14.0,10.5,0.0
138.0,36946.8,52.5547102,-1.463059,0.115,122.98299999999999,97.59,0.01,0.1,1.599976,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,836.0,69.0,0.0,35.66,1.0,14.0,10.5,0.0
138.0,36946.9,52.5547102,-1.4630591,0.10099999999999999,122.98299999999999,97.58,0.01,0.1,1.5,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,838.0,69.0,0.0,35.66,1.0,14.0,10.5,0.0
138.0,36947.0,52.5547102,-1.4630591,0.047,122.98299999999999,97.59,0.01,0.1,1.5,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.03977990000000001,1.0,0.0,0.0,840.0,69.0,0.0,35.66,1.0,14.0,10.5,0.0
138.0,36947.1,52.5547102,-1.463059,0.076,122.98299999999999,97.59,0.01,0.1,1.599976,0.0,0.0,0.0,0.0,0.2000122,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,836.0,69.0,0.0,38.03,1.0,14.0,10.5,0.0
138.0,36947.2,52.5547102,-1.463059,0.036000000000000004,122.98299999999999,97.58,0.0,0.1,1.599976,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,827.0,69.0,0.0,42.78,1.0,14.0,10.5,0.0
138.0,36947.3,52.5547102,-1.4630591,0.083,122.98299999999999,97.59,0.01,0.1,1.599976,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,830.0,69.0,0.0,44.679990000000004,1.0,14.0,10.5,0.0
138.0,36947.4,52.5547102,-1.463059,0.086,122.98299999999999,97.59,0.01,0.1,1.7000119999999999,0.0,0.0,0.0,0.0,0.2000122,0.0,-0.03978014,0.03977990000000001,1.0,0.0,0.0,837.0,69.0,0.0,47.29999,1.0,14.0,10.5,0.0
138.0,36947.5,52.5547103,-1.463059,0.028999999999999998,122.98299999999999,97.59,0.01,0.1,1.7000119999999999,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,840.0,69.0,0.0,48.72,1.0,14.0,10.5,0.0
138.0,36947.6,52.5547103,-1.463059,0.025,122.98299999999999,97.59,0.01,0.1,1.7000119999999999,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,838.0,69.0,0.0,49.429990000000004,1.0,14.0,10.5,0.0
138.0,36947.7,52.5547103,-1.463059,0.054000000000000006,122.98299999999999,97.59,0.01,0.1,1.7000119999999999,0.0,0.0,0.0,0.0,0.2000122,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,833.0,69.0,0.0,49.669979999999995,1.0,14.0,10.5,0.0
138.0,36947.8,52.5547103,-1.463059,0.025,122.98299999999999,97.59,0.01,0.1,1.7000119999999999,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.03977990000000001,1.0,0.0,0.0,836.0,69.0,0.0,51.32999,1.0,14.0,10.5,0.0
138.0,36947.9,52.5547103,-1.463059,0.025,122.98299999999999,97.59,0.01,0.1,1.7000119999999999,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,834.0,69.0,0.0,53.709990000000005,1.0,14.1,10.5,0.0
138.0,36948.0,52.5547103,-1.463059,0.07200000000000001,122.98299999999999,97.59,0.01,0.1,1.7000119999999999,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,837.0,69.0,0.0,54.89999,1.0,14.0,10.5,0.0
138.0,36948.1,52.5547103,-1.463059,0.043,122.98299999999999,97.59,0.01,0.1,1.7000119999999999,0.0,0.0,0.0,0.0,0.2000122,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,841.0,69.0,0.0,55.60999,1.0,14.0,10.5,0.0
138.0,36948.2,52.5547104,-1.463059,0.043,122.98299999999999,97.59,0.01,0.1,1.7000119999999999,0.0,0.0,0.0,0.0,0.3000183,0.0,-0.03978014,0.02957988,0.0,0.0,0.0,835.0,69.0,0.0,56.31998000000001,1.0,14.1,10.5,0.0
138.0,36948.3,52.5547104,-1.463059,0.10099999999999999,122.98299999999999,97.59,0.01,0.1,1.7000119999999999,0.0,0.0,0.0,0.0,0.3000183,0.0,-0.03978014,0.02957988,0.0,0.0,0.0,843.0,69.0,0.0,56.56,1.0,14.1,10.5,0.0
138.0,36948.4,52.5547104,-1.463059,0.054000000000000006,122.98299999999999,97.59,0.01,0.1,1.7000119999999999,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,0.0,0.0,0.0,843.0,69.0,0.0,57.509980000000006,1.0,14.0,10.5,0.0
138.0,36948.5,52.5547104,-1.463059,0.061,122.98299999999999,97.59,0.01,0.1,1.7000119999999999,0.0,0.0,0.0,0.0,0.2000122,0.0,-0.03978014,0.02957988,0.0,0.0,0.0,841.0,69.0,0.0,59.41,1.0,14.0,10.5,0.0
138.0,36948.6,52.5547104,-1.463059,0.04,122.98299999999999,97.59,0.01,0.1,1.7000119999999999,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.03977990000000001,0.0,0.0,0.0,840.0,69.0,0.0,60.12,1.0,14.0,10.5,0.0
138.0,36948.7,52.5547104,-1.463059,0.054000000000000006,122.98299999999999,97.59,0.01,0.1,1.7999880000000001,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,0.0,0.0,0.0,834.0,69.0,0.0,60.35999,1.0,14.0,10.5,0.0
138.0,36948.8,52.5547104,-1.463059,0.011000000000000001,122.98299999999999,97.59,0.01,0.1,1.7999880000000001,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,0.0,0.0,0.0,835.0,69.0,0.0,60.35999,1.0,14.1,10.5,0.0
138.0,36948.9,52.5547104,-1.463059,0.061,122.98299999999999,97.59,0.01,0.1,1.7999880000000001,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,0.0,0.0,0.0,828.0,69.0,0.0,60.60001,1.0,14.0,10.5,0.0
