GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
52.201836,-2.201769,131.48,3.89,2,90.45,23 / 23,13938310,2020-01-08 16:07:41:904,0.064,1.2419,9.2444,0.0154,0.0325,9.8065,-0.0342,-0.2439,0.1678,-18.56,-36.5,4.19,292.63,-89.15,-167.8
52.201836,-2.201769,131.48,3.89,2,90.45,23 / 23,13938410,2020-01-08 16:07:42:004,0.0569,-2.9698,9.9913,0.024,0.0394,9.8065,0.0101,-0.4286,0.2517,-19.56,-36.56,4.31,288.91,-89.03,-170.74
52.201836,-2.201769,131.48,3.89,2,90.45,23 / 23,13938510,2020-01-08 16:07:42:104,0.6111,0.3082,10.5127,0.0132,0.0164,9.8066,0.0033,-0.0586,0.0544,-18.37,-36.87,3.94,291.67,-88.93,-168.87
52.201836,-2.201769,131.48,3.89,2,90.45,23 / 23,13938610,2020-01-08 16:07:42:204,-1.072,-1.0043,9.2935,0.0376,0.0226,9.8065,-0.0582,-0.2647,0.0106,-18.25,-35.81,4.5,290.53,-88.85,-172.91
52.201836,-2.201769,131.48,3.89,2,90.45,23 / 23,13938710,2020-01-08 16:07:42:304,0.467,-0.712,10.57,0.0001,-0.0296,9.8066,-0.06,0.1594,-0.1697,-19.69,-35.37,4.75,288.35,-89,-174.07
52.201836,-2.201769,131.48,3.89,2,90.45,23 / 23,13938809,2020-01-08 16:07:42:403,-0.1956,-2.5226,9.3292,0.022,0.0349,9.8066,-0.0713,-0.0974,0.1597,-19.06,-35.5,4.38,293.08,-89.05,-167.23
52.201836,-2.201769,131.48,3.89,2,90.45,23 / 23,13938910,2020-01-08 16:07:42:504,0.6237,-0.1828,10.1438,-0.0049,-0.0359,9.8066,-0.0059,0.1835,-0.1147,-18.81,-36.12,4.88,310.22,-89.08,-153.24
52.201836,-2.201769,131.48,3.89,2,90.45,23 / 23,13939011,2020-01-08 16:07:42:605,0.9631,1.3285,8.9846,0.0114,0.0016,9.8066,-0.0644,-0.0626,0.0565,-18.69,-35.12,4.19,316.51,-89,-144.14
52.201836,-2.201769,131.48,3.89,2,90.45,23 / 23,13939109,2020-01-08 16:07:42:703,0.9034,1.1191,9.9183,-0.0025,-0.0381,9.8066,-0.0248,0.1455,-0.0357,-19.37,-35,4.56,337.1,-88.77,-126.79
52.201836,-2.201769,131.48,3.89,2,90.45,23 / 23,13939210,2020-01-08 16:07:42:804,-0.6591,0.3872,9.6111,0.0118,-0.0003,9.8066,-0.0565,-0.0149,-0.0088,-20.19,-35.25,4.5,339.88,-88.72,-123.41
52.201836,-2.201769,131.48,3.89,2,90.45,23 / 23,13939310,2020-01-08 16:07:42:904,0.5483,-0.8265,10.1632,-0.0005,-0.0185,9.8066,-0.0286,0.0385,-0.0672,-19.56,-35,4.63,346.07,-88.66,-117.41
