GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
53.043278,-1.809921,312.69,14.83,3,240.48,19 / 19,3303496,2019-11-06 12:40:57:377,-2.9346,1.7077,10.7054,0.0894,-0.091,9.8057,-0.0679,0.5829,-0.2636,15.06,-41.94,12.94,314.89,-87.16,90.11
53.043278,-1.809921,312.69,14.83,3,240.48,19 / 19,3303597,2019-11-06 12:40:57:478,1.1261,-1.0037,9.7879,0.015,-0.0432,9.8065,0.0806,0.3032,-0.125,14.94,-41.25,14,325.5,-87.52,101.37
53.043278,-1.809921,312.69,14.83,3,240.48,19 / 19,3303696,2019-11-06 12:40:57:577,-0.9103,1.8118,10.1259,0.007,-0.0165,9.8066,0.0605,0.3228,-0.1485,15.63,-41.62,13.88,331.43,-87.4,105.09
53.043278,-1.809921,312.69,14.83,3,240.48,19 / 19,3303797,2019-11-06 12:40:57:678,1.2022,-0.4722,9.2869,0.0272,0.0019,9.8066,-0.0371,-0.4064,0.2821,15.44,-41.62,13.75,331.29,-87.4,106.91
53.043278,-1.809921,312.69,14.83,3,240.48,19 / 19,3303896,2019-11-06 12:40:57:777,0.2553,-0.0662,8.9099,-0.0472,0.0627,9.8063,-0.0264,0.0231,-0.0923,14.75,-42.25,13.38,321.62,-87.72,95.56
53.043278,-1.809921,312.69,14.83,3,240.48,19 / 19,3303996,2019-11-06 12:40:57:877,-1.3471,2.758,9.7219,-0.0237,0.0236,9.8066,-0.0526,0.3007,0.0823,14.44,-42.06,13.38,315.29,-88.16,91.04
53.043278,-1.809921,312.69,14.83,3,240.48,19 / 19,3304096,2019-11-06 12:40:57:977,-1.5816,4.2047,9.7275,0.0086,-0.0456,9.8065,0.0327,-0.1341,0.2721,14.19,-41.87,13.13,326.44,-88.11,101.63
53.043278,-1.809921,312.69,14.83,3,240.48,19 / 19,3304196,2019-11-06 12:40:58:077,-1.3746,3.234,10.5261,-0.0231,0.0154,9.8066,0.0827,0.2233,-0.2246,14,-42.12,13.38,342.01,-88.21,116.11
53.043278,-1.809921,312.69,14.83,3,240.48,19 / 19,3304296,2019-11-06 12:40:58:177,1.1233,-0.6264,9.5353,0.0309,-0.013,9.8066,0.0449,0.0749,0.0912,14.25,-42.56,13.94,334.74,-88.22,111.4
53.043278,-1.809921,312.69,14.83,3,240.48,19 / 19,3304396,2019-11-06 12:40:58:277,0.8484,0.7286,10.0907,0.0325,-0.0256,9.8066,0.0133,-0.0834,-0.1598,14,-42.12,13.56,332.69,-88.23,109.42
53.043278,-1.809921,312.69,14.83,3,240.48,18 / 19,3304496,2019-11-06 12:40:58:377,0.302,1.3976,9.0886,-0.0094,0.012,9.8066,0.1123,0.002,-0.0418,15.13,-42.19,14.56,332.47,-88.39,108.96
53.043278,-1.809921,312.69,14.83,3,240.48,18 / 19,3304596,2019-11-06 12:40:58:477,0.7526,0.0668,10.8163,-0.0311,-0.0181,9.8066,0.0538,-0.083,0.0839,14.31,-42.37,13.75,324.12,-88.59,100.89
53.043278,-1.809921,312.69,14.83,3,240.48,18 / 19,3304696,2019-11-06 12:40:58:577,-1.6408,1.6638,9.9434,-0.0163,0.0058,9.8065,-0.0556,0.1625,0.0944,13.88,-42.44,14.38,340.17,-88.8,116.04
53.043278,-1.809921,312.69,14.83,3,240.48,18 / 19,3304796,2019-11-06 12:40:58:677,-0.538,-0.3563,11.0505,-0.008,-0.0257,9.8065,0.1622,-0.0307,-0.171,13.75,-41.94,13.5,350.63,-88.96,125.98
53.043278,-1.809921,312.69,14.83,3,240.48,18 / 19,3304896,2019-11-06 12:40:58:777,-1.6319,1.6318,8.4323,-0.0218,-0.032,9.8065,0.1498,0.1121,-0.22,14.13,-42.06,14.44,348.01,-89.2,123.37
53.043278,-1.809921,312.69,14.83,3,240.48,18 / 19,3304996,2019-11-06 12:40:58:877,-1.2831,0.2539,9.0666,0.0088,-0.01,9.8066,-0.0971,-0.0296,0.1596,13.44,-42.37,13.56,350.75,-89.26,128.13
53.043278,-1.809921,312.69,14.83,3,240.48,18 / 19,3305097,2019-11-06 12:40:58:978,-0.645,-0.1842,10.4917,0.0185,0.0463,9.8065,0.0152,0.0164,0.0296,13.75,-42.44,13.44,337.64,-89.38,111.05
53.043278,-1.809921,312.69,14.83,3,240.48,18 / 19,3305196,2019-11-06 12:40:59:077,-0.3753,-0.4104,10.3639,-0.0083,-0.0065,9.8066,0.0322,-0.0975,0.0683,13.5,-42.5,14.19,357.47,-89.38,132.52
