GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
53.170605,-1.675215,214.94,0.6,3,209.28,22 / 22,1472613,2019-11-06 16:30:53:075,-0.0008,-0.106,9.8232,-0.0019,0.0014,9.8066,0.0093,0.0019,-0.0064,3,-36.62,20.19,195.16,-83.74,9.54
53.170605,-1.675215,214.94,0.6,3,209.28,22 / 22,1472713,2019-11-06 16:30:53:175,-0.1707,-0.2108,9.8286,-0.001,0.0007,9.8066,0.0064,-0.0165,-0.0039,2.44,-37.56,20.31,192.67,-83.74,9.48
53.170605,-1.675215,214.94,0.6,3,209.28,22 / 22,1472814,2019-11-06 16:30:53:276,-0.0713,-0.2631,9.8661,-0.0021,0.001,9.8066,0.0067,-0.0146,-0.0125,3.13,-37.19,19.56,195.09,-83.74,9.45
53.170605,-1.675215,214.94,0.6,3,209.28,21 / 22,1472913,2019-11-06 16:30:53:375,-0.1981,-0.0707,9.8511,0.0004,-0.0013,9.8066,-0.0102,-0.0194,0.0054,2.81,-37.44,20.13,195.12,-83.75,9.48
53.170605,-1.675215,214.94,0.6,3,209.28,21 / 22,1473013,2019-11-06 16:30:53:475,-0.0612,-0.2786,9.8582,-0.001,-0.0013,9.8066,-0.0013,-0.0081,-0.0004,2.81,-37,19.88,195.15,-83.76,9.51
53.170605,-1.675215,214.94,0.6,3,209.28,21 / 22,1473113,2019-11-06 16:30:53:575,-0.0324,-0.2265,9.8506,0.0008,0.0002,9.8066,-0.0065,0.0129,0.0119,3.25,-36.94,19.81,195.19,-83.78,9.56
53.170605,-1.675215,214.94,0.6,3,209.28,21 / 22,1473213,2019-11-06 16:30:53:675,-0.0217,-0.3466,9.8629,-0.0018,-0.0009,9.8066,-0.007,0.0185,0.0023,2.56,-37.19,19.81,195.15,-83.78,9.51
53.170605,-1.675215,214.94,0.6,3,209.28,21 / 22,1473314,2019-11-06 16:30:53:776,-0.0949,-0.1477,9.8453,0.0023,-0.0001,9.8066,0.0018,0.0087,0.0202,3.19,-37.25,19.81,195.15,-83.8,9.5
53.170605,-1.675215,214.94,0.6,3,209.28,21 / 22,1473414,2019-11-06 16:30:53:876,-0.1142,-0.1677,9.856,-0.0029,-0.0005,9.8066,0.0062,0.0165,-0.0058,3.5,-37.12,20.13,197.45,-83.81,9.41
53.170605,-1.675215,214.94,0.6,3,209.28,21 / 22,1473514,2019-11-06 16:30:53:976,-0.1435,-0.3549,9.9518,0.0021,0.0009,9.8066,0.0166,-0.0084,0.0102,2.69,-37.19,19.94,195.09,-83.84,9.41
53.170605,-1.675215,214.94,0.6,3,209.28,21 / 22,1473614,2019-11-06 16:30:54:076,-0.0669,-0.1585,9.8339,-0.0006,-0.0014,9.8066,0.0052,-0.0024,-0.0026,3.25,-37.06,19.94,195.05,-83.84,9.37
53.170605,-1.675215,214.94,0.6,3,209.28,21 / 22,1473714,2019-11-06 16:30:54:176,0.0121,-0.0985,9.8021,0.0013,0.001,9.8066,0.013,-0.022,-0.0041,3.44,-37,19.94,195.07,-83.85,9.38
53.170605,-1.675215,214.94,0.6,3,209.28,21 / 22,1473814,2019-11-06 16:30:54:276,0.0502,-0.3474,9.9209,-0.0009,-0.0013,9.8066,-0.0017,-0.0143,-0.0026,2.81,-36.69,20.19,195.07,-83.85,9.38
53.170605,-1.675215,214.94,0.6,3,209.28,22 / 22,1473914,2019-11-06 16:30:54:376,-0.0455,-0.2269,9.8296,0.0016,-0.0001,9.8066,0.0024,-0.0342,-0.0002,2.88,-37,19.5,195.1,-83.85,9.41
53.170605,-1.675215,214.94,0.6,3,209.28,22 / 22,1474014,2019-11-06 16:30:54:476,-0.1705,-0.1885,9.8409,0.0005,-0.001,9.8066,-0.0153,-0.0127,0.0143,2.94,-37.25,20.13,195.14,-83.87,9.45
53.170605,-1.675215,214.94,0.6,3,209.28,22 / 22,1474114,2019-11-06 16:30:54:576,0.0755,-0.2068,9.8333,0.0024,0.0007,9.8066,-0.0004,-0.01,0.0083,2.94,-37.06,19.88,195,-83.86,9.3
53.170605,-1.675215,214.94,0.6,3,209.28,22 / 22,1474214,2019-11-06 16:30:54:676,-0.0291,-0.251,9.8233,0.0018,0.0001,9.8066,-0.0012,0.0195,0.0134,3.31,-36.75,20.13,195.11,-83.87,9.42
53.170605,-1.675215,214.94,0.6,3,209.28,22 / 22,1474314,2019-11-06 16:30:54:776,0.0189,-0.0862,9.8309,0.001,0.0006,9.8066,0.0028,0.0079,-0.0015,3,-37,20,195.1,-83.88,9.4
53.170605,-1.675215,214.94,0.6,3,209.28,22 / 22,1474414,2019-11-06 16:30:54:876,-0.1755,-0.1587,9.8651,0.003,-0.0003,9.8066,0.004,0.0057,0.0251,3.06,-37.31,20.5,195.01,-83.88,9.56
