GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
52.55389,-1.466707,150.43,19.68,4,115.73,21 / 22,8251013,2019-11-06 18:23:51:475,0.8017,0.2532,10.2723,-0.0048,0.025,9.8065,0.0332,-0.0401,0.0612,-26.31,-36.44,22.88,351.85,-88.05,-139.36
52.55389,-1.466707,150.43,19.68,4,115.73,21 / 22,8251113,2019-11-06 18:23:51:575,-1.1254,-1.2887,10.3518,0.0218,0.0166,9.8066,0.0265,-0.1935,0.0822,-26,-35.12,23.06,350.74,-88.15,-140.45
52.55389,-1.466707,150.43,19.68,4,115.73,21 / 22,8251214,2019-11-06 18:23:51:676,0.3657,0.56,8.8247,-0.0091,0.0146,9.8066,0.0072,-0.0093,-0.027,-26.5,-35.37,22.75,347.76,-88.05,-143.31
52.55389,-1.466707,150.43,19.68,4,115.73,21 / 22,8251314,2019-11-06 18:23:51:776,-2.1565,-1.5174,9.3463,-0.0036,0.0348,9.8065,0.0605,-0.2324,0.0725,-26.37,-35.87,23.25,348.88,-88.25,-142.26
52.55389,-1.466707,150.43,19.68,4,115.73,21 / 22,8251413,2019-11-06 18:23:51:875,0.3412,1.9589,9.5019,-0.0169,-0.0072,9.8066,-0.0097,0.2117,-0.1882,-26.25,-36.12,22.31,350.42,-88.26,-139.51
52.55389,-1.466707,150.43,19.68,4,115.73,21 / 22,8251513,2019-11-06 18:23:51:975,0.7774,-0.2278,10.3287,0.0159,0.0352,9.8065,0.0792,-0.209,0.0903,-26.37,-36.44,22.56,346.8,-88.4,-144.31
52.55389,-1.466707,150.43,19.68,4,115.73,21 / 22,8251613,2019-11-06 18:23:52:075,0.7891,1.9097,9.8363,-0.0076,-0.0058,9.8066,0.0095,0.2146,-0.0933,-26,-36,23.13,345.72,-88.43,-145.37
52.55389,-1.466707,150.43,19.68,4,115.73,21 / 22,8251713,2019-11-06 18:23:52:175,1.0571,-0.1494,10.1678,-0.0131,0.0214,9.8066,0.0036,0.0075,-0.0522,-26,-35.87,22.75,345.5,-88.47,-145.6
52.55389,-1.466707,150.43,19.68,4,115.73,21 / 22,8251814,2019-11-06 18:23:52:276,-2.1279,-2.4756,11.1176,-0.0065,-0.0485,9.8064,-0.1343,0.4225,-0.1248,-25.62,-35.69,22.94,345.23,-88.54,-145.88
52.55389,-1.466707,150.43,19.68,4,115.73,20 / 22,8251913,2019-11-06 18:23:52:375,0.013,-0.5259,9.8306,-0.0207,-0.0239,9.8065,-0.0541,0.4268,-0.2101,-26.19,-36.06,23.25,350.93,-88.35,-140.29
52.55389,-1.466707,150.43,19.68,4,115.73,20 / 22,8252014,2019-11-06 18:23:52:476,-0.7268,-0.2007,9.3826,-0.0379,-0.0498,9.8064,-0.0707,0.4084,-0.243,-25.87,-35.62,23,348.55,-88.55,-142.65
52.55389,-1.466707,150.43,19.68,4,115.73,20 / 22,8252114,2019-11-06 18:23:52:576,2.4629,4.0382,9.0103,-0.0086,-0.0409,9.8065,-0.0561,0.5916,-0.2845,-25.87,-35.44,22.5,352.59,-88.42,-138.7
52.55389,-1.466707,150.43,19.68,4,115.73,20 / 22,8252214,2019-11-06 18:23:52:676,-2.2465,-3.5614,10.4338,-0.0144,-0.0405,9.8065,-0.0028,0.286,-0.1854,-26.06,-35.69,23.31,341.48,-88.56,-149.54
52.55389,-1.466707,150.43,19.68,4,115.73,20 / 22,8252313,2019-11-06 18:23:52:775,1.2754,2.5421,9.6215,-0.0246,-0.0623,9.8064,-0.1413,0.5557,-0.2735,-26.12,-35.62,22.25,342.33,-88.38,-147.38
52.55389,-1.466707,150.43,19.68,4,115.73,20 / 22,8252413,2019-11-06 18:23:52:875,-1.2647,-4.2489,10.231,-0.0187,-0.002,9.8066,-0.0337,0.0039,0.0458,-26.31,-36,23.44,348.7,-88.58,-142.5
