GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
52.562946,-1.49791,135.3,21.84,3,116.47,25 / 25,602409,2020-01-08 17:42:16:002,0.6469,0.3656,10.9911,-0.015,-0.0003,9.8065,0.152,0.0113,-0.0307,-18.19,-34.06,15.75,327.85,-82.96,-158.3
52.562946,-1.49791,135.3,21.84,3,116.47,25 / 25,602510,2020-01-08 17:42:16:103,-0.4159,0.8213,9.3381,0.0002,0.0125,9.8066,0.0745,-0.0081,0.0661,-18.06,-33.81,15.94,327.69,-82.78,-158.28
52.562946,-1.49791,135.3,21.84,3,116.47,25 / 25,602610,2020-01-08 17:42:16:203,0.0688,0.5204,9.5944,-0.0311,-0.0145,9.8065,0.0602,0.1461,-0.1837,-17.62,-34.12,16.19,327.62,-82.71,-158.29
52.562946,-1.49791,135.3,21.84,3,116.47,25 / 25,602710,2020-01-08 17:42:16:303,-0.0988,-1.1957,9.5708,-0.0326,0,9.8066,0.0708,0.0749,-0.0258,-17.81,-33.31,15.31,325.7,-82.84,-158.2
52.562946,-1.49791,135.3,21.84,3,116.47,25 / 25,602810,2020-01-08 17:42:16:403,0.2535,-0.4933,11.0718,-0.0072,-0.0058,9.8066,0.0758,0.0847,-0.0174,-18,-33.25,15.69,327.62,-82.81,-158.52
52.562946,-1.49791,135.3,21.84,3,116.47,25 / 25,602909,2020-01-08 17:42:16:502,-0.0897,-0.1818,10.1895,-0.0153,0.0086,9.8065,0.109,0.0751,-0.0306,-18.31,-33.75,15.75,326.73,-82.73,-159.05
52.562946,-1.49791,135.3,21.84,3,116.47,25 / 25,603010,2020-01-08 17:42:16:603,1.1343,1.0111,9.9621,-0.0116,-0.0099,9.8065,0.0506,0.1198,-0.1346,-17.44,-33.81,16.5,329.69,-82.68,-159.87
52.562946,-1.49791,135.3,21.84,3,116.47,25 / 25,603109,2020-01-08 17:42:16:702,1.1348,0.2915,8.961,0.0032,0.0169,9.8066,0.0706,-0.018,0.0631,-18.12,-33.44,15.31,322.22,-82.69,-161.04
52.562946,-1.49791,135.3,21.84,3,116.47,25 / 25,603210,2020-01-08 17:42:16:803,0.0195,-0.2272,9.1474,-0.0129,-0.0041,9.8065,-0.0595,-0.0832,-0.0068,-17.94,-33.75,15.63,324.61,-82.74,-160.86
52.562946,-1.49791,135.3,21.84,3,116.47,25 / 25,603310,2020-01-08 17:42:16:903,-1.9813,-0.4023,8.1592,-0.0118,0.0294,9.8065,0.0563,-0.173,0.3222,-18.87,-33.62,15.63,324.79,-82.76,-159.37
