GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
53.060383,-1.759178,325.8,0,3,358.41,21 / 23,1187914,2019-11-06 13:02:09:622,-0.0562,0.7708,9.7879,0.0023,-0.0056,9.8066,0.0009,0.0002,-0.0134,3.19,-43.31,-14.87,66.12,-87.71,71.51
53.060383,-1.759178,325.8,0,3,358.41,21 / 23,1188014,2019-11-06 13:02:09:722,-0.3215,0.7614,9.8066,0.001,-0.0024,9.8066,0.0061,0.0078,-0.002,2.56,-43.87,-14.81,65.61,-87.68,70.81
53.060383,-1.759178,325.8,0,3,358.41,21 / 23,1188114,2019-11-06 13:02:09:822,-0.0781,0.8479,9.9041,0.0014,-0.0049,9.8066,-0.0044,0.0099,0.0045,2.94,-43.5,-14.75,64.25,-87.69,69.67
53.060383,-1.759178,325.8,0,3,358.41,21 / 23,1188214,2019-11-06 13:02:09:922,-0.1203,0.7392,9.8044,0.0008,-0.0018,9.8066,-0.0045,0.0123,-0.005,2.94,-43.5,-14.87,62.26,-87.68,67.77
53.060383,-1.759178,325.8,0,3,358.41,21 / 23,1188314,2019-11-06 13:02:10:022,-0.0103,0.6853,9.7912,0.0024,-0.0029,9.8066,0.002,0.0109,-0.0241,3.44,-43.69,-15.44,61.69,-87.66,67.04
53.060383,-1.759178,325.8,0,3,358.41,21 / 23,1188415,2019-11-06 13:02:10:123,-0.2582,0.8632,9.7849,0.0028,-0.0049,9.8066,0.0046,0.0115,-0.0068,2.75,-43.31,-15.87,60.33,-87.63,65.49
53.060383,-1.759178,325.8,0,3,358.41,22 / 22,1188515,2019-11-06 13:02:10:223,-0.0022,0.7701,9.8191,0.003,-0.0033,9.8066,-0.0006,0.0176,-0.007,3.31,-43.31,-15.06,59.1,-87.62,64.64
53.060383,-1.759178,325.8,0,3,358.41,22 / 22,1188615,2019-11-06 13:02:10:323,-0.2389,0.8703,9.8026,0.004,-0.0019,9.8066,-0.002,0.0171,-0.0193,2.88,-43.5,-14.62,57.39,-87.62,63.04
53.060383,-1.759178,325.8,0,3,358.41,22 / 22,1188715,2019-11-06 13:02:10:423,-0.0024,0.8185,9.8114,0.0005,-0.0033,9.8066,-0.0019,-0.0013,0.0056,3.56,-43.37,-15.19,52.7,-87.6,62.3
53.060383,-1.759178,325.8,0,3,358.41,22 / 22,1188814,2019-11-06 13:02:10:522,-0.3042,0.8536,9.8087,0.0048,-0.0067,9.8066,-0.0027,0.0168,-0.0102,3.19,-43.56,-14.94,55.07,-87.56,60.59
