No of GPS Satellites Available, Time Since Start of Day (seconds), Latitude (degrees), Longitude (degrees), Velocity (km/hr), Heading (degrees), Height (km), Vertical velocity (km/hr), Sample period (seconds), Steering Angle (degrees), Wheel Speed Front Left (rad/sec), Wheel Speed Front Right (rad/sec), Wheel Speed Rear Left (rad/sec), Wheel Speed Rear Right (rad/sec), Yaw Rate (deg/sec), Indicated Vehicle Speed (km/hr), Indicated Longitudinal Acceleration (g), Indicated Lateral Acceleration (g), Handbrake (0 or 1), Gear Requested (Number fof gear employed 1-5), Gear (Number fof gear employed 1-5), Engine Speed (rev/min), Coolant Temperature (degrees), Clutch Position (0 or 1), Brake Pressure (psi), Brake Position (0 or 1), Battery Voltage (volts), Air Temperature (degrees), Accelerator Pedal Position (0 or 1)
9.0,34575.4,52.554715200000004,-1.4630626999999998,0.028999999999999998,329.705,97.2,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03978014,0.03977990000000001,1.0,0.0,0.0,913.0,45.0,0.0,0.07998657,0.0,14.3,10.5,0.0
9.0,34575.5,52.554715200000004,-1.4630626999999998,0.028999999999999998,329.705,97.19,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03978014,0.01937985,1.0,0.0,0.0,913.0,45.0,0.0,-0.14999389999999999,0.0,14.3,10.5,0.0
9.0,34575.6,52.554715099999996,-1.4630626000000002,0.054000000000000006,329.705,97.19,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,910.0,45.0,0.0,-0.14999389999999999,0.0,14.3,10.5,0.0
9.0,34575.7,52.554715099999996,-1.4630626999999998,0.079,329.705,97.18,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,908.0,45.0,0.0,0.07998657,0.0,14.3,10.5,0.0
9.0,34575.8,52.554715099999996,-1.4630626000000002,0.04,329.705,97.18,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,902.0,45.0,0.0,-0.14999389999999999,0.0,14.3,10.5,0.0
9.0,34575.9,52.554715,-1.4630626000000002,0.083,329.705,97.17,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,903.0,45.0,0.0,0.07998657,0.0,14.3,10.5,0.0
9.0,34576.0,52.554715,-1.4630626000000002,0.094,329.705,97.16,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03978014,0.03977990000000001,1.0,0.0,0.0,903.0,45.0,0.0,-0.14999389999999999,0.0,14.4,10.5,0.0
9.0,34576.1,52.5547149,-1.4630626000000002,0.07200000000000001,329.705,97.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04997993,0.02957988,1.0,0.0,0.0,906.0,45.0,0.0,0.07998657,0.0,14.4,10.5,0.0
9.0,34576.2,52.5547149,-1.4630625,0.018000000000000002,329.705,97.15,-0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,901.0,45.0,0.0,-0.14999389999999999,0.0,14.3,10.5,0.0
9.0,34576.3,52.55471479999999,-1.4630625,0.011000000000000001,329.705,97.14,-0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.03977990000000001,1.0,0.0,0.0,906.0,45.0,0.0,0.07998657,0.0,14.3,10.5,0.0
9.0,34576.4,52.55471479999999,-1.4630625,0.047,329.705,97.14,-0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,906.0,45.0,0.0,0.07998657,0.0,14.3,10.5,0.0
9.0,34576.5,52.55471479999999,-1.4630625,0.061,329.705,97.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,911.0,45.0,0.0,-0.14999389999999999,0.0,14.3,10.5,0.0
9.0,34576.6,52.55471479999999,-1.4630625,0.10800000000000001,329.705,97.13,-0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04997993,0.03977990000000001,1.0,0.0,0.0,906.0,45.0,0.0,-0.14999389999999999,0.0,14.3,10.5,0.0
9.0,34576.7,52.5547147,-1.4630623999999999,0.151,329.705,97.13,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,911.0,45.0,0.0,0.07998657,0.0,14.3,10.5,0.0
9.0,34576.8,52.5547147,-1.4630625,0.10099999999999999,329.705,97.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,906.0,45.0,0.0,-0.14999389999999999,0.0,14.3,10.5,0.0
9.0,34576.9,52.5547147,-1.4630623999999999,0.10400000000000001,329.705,97.11,-0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03978014,0.03977990000000001,1.0,0.0,0.0,905.0,45.0,0.0,-0.14999389999999999,0.0,14.4,10.5,0.0
9.0,34577.0,52.554714600000004,-1.4630623999999999,0.07200000000000001,329.705,97.11,-0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,902.0,45.0,0.0,-0.14999389999999999,0.0,14.4,10.5,0.0
9.0,34577.1,52.554714600000004,-1.4630623,0.036000000000000004,329.705,97.11,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,907.0,45.0,0.0,-0.14999389999999999,0.0,14.3,10.5,0.0
9.0,34577.2,52.554714600000004,-1.4630623,0.10099999999999999,329.705,97.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,901.0,45.0,0.0,0.07998657,0.0,14.3,10.5,0.0
9.0,34577.3,52.554714600000004,-1.4630623,0.10800000000000001,329.705,97.1,-0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,897.0,45.0,0.0,-0.14999389999999999,0.0,14.3,10.5,0.0
9.0,34577.4,52.554714600000004,-1.4630623,0.047,329.705,97.11,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,896.0,45.0,0.0,-0.14999389999999999,0.0,14.4,10.5,0.0
9.0,34577.5,52.5547145,-1.4630623,0.083,329.705,97.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.04997993,0.02957988,1.0,0.0,0.0,896.0,45.0,0.0,0.07998657,0.0,14.4,10.5,0.0
9.0,34577.6,52.5547144,-1.4630622,0.065,329.705,97.08,-0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,899.0,45.0,0.0,0.07998657,0.0,14.3,10.5,0.0
9.0,34577.7,52.5547145,-1.4630623,0.11199999999999999,329.705,97.09,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,904.0,45.0,0.0,0.07998657,0.0,14.3,10.5,0.0
9.0,34577.8,52.5547144,-1.4630622,0.068,329.705,97.08,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.03977990000000001,1.0,0.0,0.0,899.0,45.0,0.0,-0.14999389999999999,0.0,14.4,10.5,0.0
9.0,34577.9,52.5547144,-1.4630622,0.04,329.705,97.08,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.04997993,0.02957988,1.0,0.0,0.0,906.0,45.0,0.0,0.07998657,0.0,14.4,10.5,0.0
9.0,34578.0,52.5547144,-1.4630622,0.013999999999999999,329.705,97.08,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,910.0,45.0,0.0,0.07998657,0.0,14.3,10.5,0.0
9.0,34578.1,52.5547143,-1.4630622,0.068,329.705,97.08,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,915.0,45.0,0.0,0.07998657,0.0,14.4,10.5,0.0
9.0,34578.2,52.5547143,-1.4630622,0.057999999999999996,329.705,97.07,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,912.0,45.0,0.0,0.07998657,0.0,14.4,10.5,0.0
9.0,34578.3,52.5547143,-1.4630622,0.028999999999999998,329.705,97.07,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,913.0,45.0,0.0,0.07998657,0.0,14.4,10.5,0.0
9.0,34578.4,52.5547142,-1.4630621,0.04,329.705,97.06,-0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,912.0,45.0,0.0,0.07998657,0.0,14.4,10.5,0.0
9.0,34578.5,52.5547142,-1.4630621,0.04,329.705,97.06,-0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,916.0,45.0,0.0,0.07998657,0.0,14.4,10.5,0.0
9.0,34578.6,52.5547142,-1.4630621,0.068,329.705,97.06,-0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,911.0,45.0,0.0,0.07998657,0.0,14.4,10.5,0.0
9.0,34578.7,52.5547142,-1.4630621,0.083,329.705,97.06,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,905.0,45.0,0.0,-0.14999389999999999,0.0,14.4,10.5,0.0
9.0,34578.8,52.5547141,-1.4630621,0.126,329.705,97.06,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,903.0,45.0,0.0,0.07998657,0.0,14.3,10.5,0.0
9.0,34578.9,52.5547141,-1.463062,0.047,329.705,97.06,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,902.0,45.0,0.0,-0.14999389999999999,0.0,14.3,10.5,0.0
9.0,34579.0,52.5547141,-1.463062,0.028999999999999998,329.705,97.06,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,905.0,45.0,0.0,0.07998657,0.0,14.4,10.5,0.0
9.0,34579.1,52.5547141,-1.463062,0.13699999999999998,329.705,97.04,-0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03978014,0.02957988,1.0,0.0,0.0,903.0,45.0,0.0,-0.14999389999999999,0.0,14.4,10.5,0.0
