GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
52.40166,-1.50529,147.5,5.57,3,241.65,27 / 28,2922,2019-09-08 10:07:49:546,0.1002,1.539,9.8338,0.0028,0.0048,9.8066,0.0187,-0.0607,-0.0069,-5.87,-26.37,30.31,18.78,-78.2,-153.5
52.40166,-1.50529,147.5,5.57,3,241.65,27 / 28,3022,2019-09-08 10:07:49:646,0.3661,-0.5675,10.2633,0.0112,-0.0054,9.8066,-0.0116,-0.0595,-0.0168,-6,-26.06,29.81,18.42,-78.22,-153.78
52.40166,-1.50529,147.5,5.57,3,241.65,27 / 28,3121,2019-09-08 10:07:49:745,0.0257,0.7192,9.7339,0.0061,-0.0161,9.8065,-0.0143,-0.0524,0.0234,-5.69,-26.06,30.56,17.81,-78.15,-154.56
52.40166,-1.50529,147.5,5.57,3,241.65,27 / 28,3221,2019-09-08 10:07:49:845,0.8207,-0.5999,9.7746,0.0024,0.0023,9.8066,0.0266,-0.0646,0.0316,-5.81,-26.56,29.88,17.45,-78.07,-154.73
52.40166,-1.50529,147.5,5.57,3,241.65,27 / 28,3322,2019-09-08 10:07:49:946,0.6825,0.0965,9.6368,0.0051,-0.0157,9.8066,-0.0198,-0.0267,-0.0104,-5.81,-26.5,29.63,16.93,-77.97,-155.07
52.40166,-1.50529,147.5,5.57,3,241.65,27 / 28,3421,2019-09-08 10:07:50:045,0.3605,0.3625,9.984,-0.0032,-0.0038,9.8066,0.0631,-0.0595,0.0113,-6.56,-26.5,29.81,14.63,-77.84,-155.13
52.40166,-1.50529,147.5,5.57,3,241.65,27 / 28,3522,2019-09-08 10:07:50:146,0.4613,0.6275,9.8064,-0.0005,0.0061,9.8066,0.0105,-0.0116,-0.0019,-5.94,-25.94,29.88,16.93,-77.82,-155.12
52.40166,-1.50529,147.5,5.57,3,241.65,27 / 28,3622,2019-09-08 10:07:50:246,0.2006,1.3535,9.6703,0.0081,0.0096,9.8066,-0.0657,0.0044,-0.0377,-6.31,-27.12,30.38,17.57,-77.86,-154.71
52.40166,-1.50529,147.5,5.57,3,241.65,27 / 28,3722,2019-09-08 10:07:50:346,-0.2899,0.6331,9.6904,-0.015,0.0108,9.8065,-0.0288,0.0374,-0.024,-6.06,-26,29.56,17.81,-78.03,-154.34
52.40166,-1.50529,147.5,5.57,3,241.65,27 / 28,3821,2019-09-08 10:07:50:445,0.3603,1.2992,9.9784,-0.0044,-0.0101,9.8066,-0.114,0.0384,-0.0364,-6.12,-26.44,30.13,18.51,-78.11,-153.74
52.40166,-1.50529,147.5,5.57,3,241.65,27 / 28,3922,2019-09-08 10:07:50:546,-0.4425,0.8494,9.8731,0.0034,-0.0196,9.8066,-0.1402,0.0217,-0.0265,-5.75,-26.5,29.13,18.23,-78.13,-153.69
52.40166,-1.50529,147.5,5.57,3,241.65,27 / 28,4021,2019-09-08 10:07:50:645,-0.3747,2.814,11.3035,-0.0248,0.0196,9.8065,0.0668,0.0058,-0.0597,-6.37,-26.44,29.38,18.46,-78.37,-153.42
