No of GPS Satellites Available, Time Since Start of Day (seconds), Latitude (degrees), Longitude (degrees), Velocity (km/hr), Heading (degrees), Height (km), Vertical velocity (km/hr), Sample period (seconds), Steering Angle (degrees), Wheel Speed Front Left (rad/sec), Wheel Speed Front Right (rad/sec), Wheel Speed Rear Left (rad/sec), Wheel Speed Rear Right (rad/sec), Yaw Rate (deg/sec), Indicated Vehicle Speed (km/hr), Indicated Longitudinal Acceleration (g), Indicated Lateral Acceleration (g), Handbrake (0 or 1), Gear Requested (Number fof gear employed 1-5), Gear (Number fof gear employed 1-5), Engine Speed (rev/min), Coolant Temperature (degrees), Clutch Position (0 or 1), Brake Pressure (psi), Brake Position (0 or 1), Battery Voltage (volts), Air Temperature (degrees), Accelerator Pedal Position (0 or 1)
138.0,58825.1,52.2750894,-2.1219935000000003,113.544,12.64,51.57,0.69,0.1,8.700012,112.45,112.48,113.07,112.47,0.2000122,112.44,-0.04997993,0.0,0.0,6.0,3.0,2783.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58825.2,52.275117,-2.1219834,113.404,12.607999999999999,51.64,0.68,0.1,8.700012,112.39,112.29,112.55,111.91,0.3000183,112.4,-0.05915999,-0.009180069,0.0,6.0,3.0,2794.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58825.3,52.275144499999996,-2.1219731,112.939,12.819,51.7,0.66,0.1,8.700012,112.17,112.08,112.22,111.39,0.6000061,112.28,-0.06936002,0.0,0.0,6.0,3.0,2790.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58825.4,52.275171900000004,-2.121963,112.723,12.696,51.74,0.63,0.1,8.799988,111.76,111.65,112.03,111.3,0.6000061,111.92,-0.05915999,0.0,0.0,6.0,3.0,2769.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58825.5,52.27519929999999,-2.121953,112.28,12.607999999999999,51.79,0.62,0.1,8.799988,111.47,111.53,111.88,111.41,0.1000061,111.49,-0.05915999,0.01937985,0.0,6.0,3.0,2769.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58825.6,52.2752265,-2.121943,112.057,12.623,51.87,0.63,0.1,8.799988,111.05,110.94,111.44,110.8,0.1000061,111.34,-0.06936002,0.009180069,0.0,6.0,3.0,2754.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58825.7,52.2752537,-2.1219331,111.661,12.534,51.95,0.65,0.1,8.700012,110.74,110.8,111.25,110.37,0.5,110.58,-0.05915999,0.009180069,0.0,6.0,3.0,2739.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58825.8,52.2752809,-2.1219232,111.506,12.557,52.0,0.63,0.1,8.700012,110.39,110.45,110.71,110.25,0.5,110.48,-0.05915999,0.01937985,0.0,6.0,3.0,2749.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58825.9,52.2753081,-2.1219133,111.431,12.468,52.05,0.61,0.1,8.700012,110.25,110.19,110.51,109.71,0.2000122,110.48,-0.06936002,0.0,0.0,6.0,3.0,2733.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58826.0,52.2753351,-2.1219036,110.801,12.453,52.11,0.61,0.1,8.700012,110.19,110.01,110.48,109.41,0.3000183,110.16,-0.05915999,0.0,0.0,6.0,3.0,2737.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58826.1,52.275361999999994,-2.1218939000000003,110.484,12.365,52.17,0.61,0.1,8.700012,109.6,109.68,109.97,109.54,0.3999939,109.79,-0.05915999,0.0,0.0,6.0,3.0,2729.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58826.2,52.275389,-2.1218841999999998,110.574,12.386,52.23,0.61,0.1,8.799988,109.14,109.21,109.87,109.08,0.3999939,109.54,-0.04997993,0.0,0.0,6.0,3.0,2725.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58826.3,52.275415800000005,-2.1218744999999997,110.311,12.427,52.29,0.6,0.1,9.099976,109.22,109.36,109.85,108.92,0.3999939,109.1,-0.04997993,0.0,0.0,6.0,3.0,2712.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58826.4,52.2754426,-2.121865,109.829,12.299000000000001,52.34,0.58,0.1,9.299988,108.84,108.78,108.94,108.55,-0.1000061,109.04,-0.04997993,0.0,0.0,6.0,3.0,2709.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58826.5,52.27546929999999,-2.1218555,109.59100000000001,12.244000000000002,52.39,0.58,0.1,9.099976,108.66,108.54,109.11,108.25,-0.29998779999999997,108.68,-0.04997993,0.0,0.0,6.0,3.0,2704.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58826.6,52.275496000000004,-2.121846,109.43299999999999,12.215,52.44,0.56,0.1,9.299988,108.69,108.38,108.9,107.9,-0.1999817,108.56,-0.05915999,-0.009180069,0.0,6.0,3.0,2701.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58826.7,52.2755227,-2.1218364999999997,109.12299999999999,12.220999999999998,52.47,0.54,0.1,9.299988,108.32,108.23,108.43,107.83,-0.1000061,108.47,-0.05915999,-0.02958012,0.0,6.0,3.0,2696.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58826.8,52.2755492,-2.1218269,108.99700000000001,12.481,52.53,0.55,0.1,9.299988,108.11,108.18,108.54,107.53,0.2000122,108.19,-0.05915999,-0.03978014,0.0,6.0,3.0,2680.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58826.9,52.2755756,-2.1218172999999996,108.439,12.5,52.59,0.56,0.1,9.299988,107.77,107.76,108.24,107.68,0.1000061,107.74,-0.03978014,-0.009180069,0.0,6.0,3.0,2676.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58827.0,52.2756021,-2.1218078,108.446,12.436,52.66,0.57,0.1,9.399963,107.21,107.31,107.7,107.11,-0.1000061,107.4,-0.03978014,0.0,0.0,6.0,3.0,2670.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58827.1,52.2756285,-2.1217983,108.45,12.425,52.72,0.57,0.1,9.399963,107.22,107.18,107.82,106.81,-0.29998779999999997,107.11,-0.05915999,-0.009180069,0.0,6.0,3.0,2667.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58827.2,52.2756548,-2.1217889000000003,108.00399999999999,12.312999999999999,52.77,0.56,0.1,9.299988,106.93,107.0,107.38,106.72,-0.1999817,106.93,-0.04997993,-0.009180069,0.0,6.0,3.0,2656.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58827.3,52.275681,-2.1217794,107.521,12.446,52.82,0.55,0.1,9.099976,106.84,107.1,106.9,105.99,-0.1000061,106.77,-0.05915999,-0.01938009,0.0,6.0,3.0,2655.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
138.0,58827.4,52.27570720000001,-2.1217699,107.507,12.459000000000001,52.86,0.53,0.1,8.700012,106.69,106.67,106.78,106.26,0.2000122,106.71,-0.05915999,-0.009180069,0.0,6.0,3.0,2644.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
137.0,58827.5,52.2757333,-2.1217605,107.01700000000001,12.436,52.9,0.52,0.1,8.700012,106.49,106.41,106.74,106.17,0.1000061,106.53,-0.04997993,0.009180069,0.0,6.0,3.0,2636.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
137.0,58827.6,52.2757593,-2.1217512,106.654,12.376,52.96,0.53,0.1,8.0,106.19,106.05,106.57,105.72,-0.1000061,106.16,-0.04997993,0.0,0.0,6.0,3.0,2636.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
137.0,58827.7,52.2757854,-2.121742,106.708,12.274000000000001,53.01,0.53,0.1,6.8999630000000005,105.75,105.85,106.19,105.67,0.5,105.83,-0.04997993,0.01937985,0.0,6.0,3.0,2620.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
137.0,58827.8,52.2758113,-2.1217325,106.585,12.589,53.07,0.54,0.1,6.399963,105.59,105.59,105.77,105.12,0.8999939,105.66,-0.04997993,0.03977990000000001,0.0,6.0,3.0,2614.0,86.0,0.0,0.0,0.0,13.8,10.5,0.0
