GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
53.17101,-1.672944,218.69,7.69,3,315.01,21 / 22,1417914,2019-11-06 16:29:58:376,-0.8048,-0.6071,10.199,-0.0307,0.0467,9.8064,-0.0419,-0.213,0.1726,2.44,-36.75,-2.56,85.4,-88.77,106.44
53.17101,-1.672944,218.69,7.69,3,315.01,21 / 22,1418014,2019-11-06 16:29:58:476,-3.5663,-3.6639,9.8093,0.0435,0.0208,9.8065,-0.0871,0.261,-0.0587,2.63,-36.94,-2.12,72.05,-88.85,117.06
53.17101,-1.672944,218.69,7.69,3,315.01,21 / 22,1418113,2019-11-06 16:29:58:575,0.2019,0.5775,8.8518,0.0126,-0.0803,9.8062,-0.0405,-0.6128,0.2989,2.69,-37,-2.94,47.46,-88.71,84.14
53.17101,-1.672944,218.69,7.69,3,315.01,21 / 22,1418213,2019-11-06 16:29:58:675,3.4142,2.6992,11.2309,0.0602,-0.0192,9.8064,0.0628,-0.1467,-0.0153,2.75,-36.12,-3.25,20.31,-88.88,62.02
53.17101,-1.672944,218.69,7.69,3,315.01,21 / 22,1418313,2019-11-06 16:29:58:775,1.5351,3.1396,9.9823,-0.0325,-0.0241,9.8065,0.243,-0.695,0.3245,3.19,-36.75,-3.44,26.09,-88.76,66.32
53.17101,-1.672944,218.69,7.69,3,315.01,21 / 22,1418413,2019-11-06 16:29:58:875,-0.4264,1.0487,9.0188,-0.0289,0.0037,9.8065,0.1311,-0.1937,0.174,3,-37.5,-2.81,59.98,-88.91,96.71
53.17101,-1.672944,218.69,7.69,3,315.01,21 / 22,1418514,2019-11-06 16:29:58:976,-4.9845,-1.959,9.1314,-0.0381,-0.0454,9.8064,0.0841,-0.7047,0.2544,2.19,-37.44,-3.25,98.12,-89.13,122.97
53.17101,-1.672944,218.69,7.69,3,315.01,21 / 22,1418614,2019-11-06 16:29:59:076,-4.5226,-0.8013,9.3346,-0.0258,-0.044,9.8065,-0.0327,-0.1792,0.2418,2.63,-37.69,-2.94,73.46,-89.07,110.41
53.17101,-1.672944,218.69,7.69,3,315.01,21 / 22,1418714,2019-11-06 16:29:59:176,-1.7085,-1.2065,9.8515,-0.0832,-0.0732,9.806,0.0088,-0.8218,0.3848,2.94,-37.44,-2.37,53.04,-88.65,98.16
53.17101,-1.672944,218.69,7.69,3,315.01,21 / 22,1418814,2019-11-06 16:29:59:276,6.494,4.1562,9.2515,-0.0373,-0.037,9.8064,0.1392,-0.5534,0.3346,2.81,-37.31,-2.75,65.13,-88.67,99.52
