No of GPS Satellites Available, Time Since Start of Day (seconds), Latitude (degrees), Longitude (degrees), Velocity (km/hr), Heading (degrees), Height (km), Vertical velocity (km/hr), Sample period (seconds), Steering Angle (degrees), Wheel Speed Front Left (rad/sec), Wheel Speed Front Right (rad/sec), Wheel Speed Rear Left (rad/sec), Wheel Speed Rear Right (rad/sec), Yaw Rate (deg/sec), Indicated Vehicle Speed (km/hr), Indicated Longitudinal Acceleration (g), Indicated Lateral Acceleration (g), Handbrake (0 or 1), Gear Requested (Number fof gear employed 1-5), Gear (Number fof gear employed 1-5), Engine Speed (rev/min), Coolant Temperature (degrees), Clutch Position (0 or 1), Brake Pressure (psi), Brake Position (0 or 1), Battery Voltage (volts), Air Temperature (degrees), Accelerator Pedal Position (0 or 1)
136.0,66156.9,52.55900320000001,-1.4843,51.098,113.039,84.91,-0.1,0.1,0.0,50.849990000000005,50.75999,50.84,50.55,-0.6999816999999999,50.95,-0.2193,-0.03978014,0.0,5.0,3.0,1450.0,84.0,0.0,19.72,1.0,14.0,7.5,0.0
136.0,66157.0,52.558998100000004,-1.484281,50.53,113.553,84.91,-0.09,0.1,0.0,50.03999,49.87,49.92,49.75999,-0.6999816999999999,50.14,-0.2295001,-0.02958012,0.0,5.0,3.0,1461.0,84.0,0.0,20.42999,1.0,14.1,7.5,0.0
136.0,66157.1,52.558993,-1.4842625,49.615,114.074,84.89,-0.1,0.1,0.0,49.19,49.22,49.28,49.08,-0.6999816999999999,49.49,-0.23970010000000003,-0.02958012,0.0,5.0,3.0,1468.0,84.0,0.0,20.19,1.0,14.0,7.5,0.0
136.0,66157.2,52.55898820000001,-1.4842441,48.935,113.819,84.89,-0.09,0.1,0.0,48.459990000000005,48.28,48.44,48.23,-0.6999816999999999,48.65,-0.2295001,-0.01938009,0.0,5.0,3.0,1459.0,84.0,0.0,20.66998,1.0,14.0,7.5,0.0
136.0,66157.3,52.5589833,-1.484226,48.398,113.98,84.87,-0.1,0.1,0.0,47.75,47.62,47.83,47.53,-0.7999878,47.92,-0.2295001,-0.01938009,0.0,5.0,3.0,1451.0,84.0,0.0,19.94998,1.0,14.0,7.5,0.0
136.0,66157.4,52.5589784,-1.4842083,47.563,114.286,84.88,-0.07,0.1,0.0,46.89999,46.84,47.06,46.87999,-0.7999878,47.05,-0.2193,-0.02958012,0.0,5.0,3.0,1424.0,84.0,0.0,15.67999,1.0,14.0,7.5,0.0
136.0,66157.5,52.558973800000004,-1.4841908,46.641999999999996,113.91799999999999,84.87,-0.07,0.1,0.0,46.319990000000004,46.5,46.3,46.25,-0.5,46.52,-0.21011999999999997,-0.02958012,0.0,5.0,3.0,1405.0,84.0,0.0,12.829989999999999,1.0,14.0,7.5,0.0
136.0,66157.6,52.558969,-1.4841735999999999,46.163000000000004,114.25299999999999,84.86,-0.07,0.1,0.0,45.75999,45.73,45.81,45.64,-0.5,46.01,-0.18972020000000003,-0.01938009,0.0,5.0,3.0,1385.0,84.0,0.0,12.350010000000001,1.0,14.0,7.5,0.0
136.0,66157.7,52.5589644,-1.4841566,45.457,114.12299999999999,84.85,-0.07,0.1,0.0,45.2,45.12,45.209990000000005,44.929990000000004,-0.6999816999999999,45.25,-0.1693201,-0.01938009,0.0,5.0,3.0,1356.0,84.0,0.0,12.350010000000001,1.0,14.0,7.5,0.0
136.0,66157.8,52.558959900000005,-1.4841398000000001,45.036,114.35,84.86,-0.06,0.1,0.0,44.58,44.679990000000004,44.66,44.55,-0.7999878,44.77,-0.1693201,-0.02958012,0.0,5.0,3.0,1338.0,84.0,0.0,12.350010000000001,1.0,14.0,7.5,0.0
