GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
52.81347,-1.638823,30.15,0,6,98.12,21 / 21,12,2019-11-06 11:45:53:893,0.1178,0.1884,9.3856,0.0017,-0.0087,9.8066,-0.0553,0.0643,-0.0194,0.81,-34.81,20.56,248.82,-85.96,72.34
52.81347,-1.638823,30.15,0,6,98.12,21 / 21,112,2019-11-06 11:45:53:993,-0.2457,-0.7466,10.1908,0.0077,0.0159,9.8066,0.0509,-0.0237,0.015,0.13,-34.62,20.88,246.2,-85.92,72.39
52.81347,-1.638823,30.15,0,6,98.12,21 / 21,212,2019-11-06 11:45:54:093,0.4026,-0.4365,10.0668,-0.0117,0.0052,9.8066,0.011,0.0885,-0.0871,0.25,-34.06,20.94,246.34,-85.95,72.31
52.81347,-1.638823,30.15,0,6,98.12,21 / 21,311,2019-11-06 11:45:54:192,-0.7064,-0.3386,9.6977,0.0114,-0.0021,9.8066,0.0178,0.0545,-0.0453,0.31,-34.06,20.75,246.62,-85.86,72.73
52.81347,-1.638823,30.15,0,6,98.12,21 / 21,412,2019-11-06 11:45:54:293,0.0287,-0.0196,9.649,-0.0027,-0.0046,9.8066,-0.032,0.0871,-0.0291,0.06,-34.5,21.13,246.13,-85.87,72.2
52.81347,-1.638823,30.15,0,6,98.12,20 / 20,512,2019-11-06 11:45:54:393,-0.692,-0.4064,9.9562,-0.0049,0.005,9.8066,-0.0158,-0.0097,-0.0027,0.81,-34.75,21.31,248.23,-85.86,71.87
52.81347,-1.638823,30.15,0,6,98.12,20 / 20,612,2019-11-06 11:45:54:493,-0.9291,-0.2037,9.6061,-0.0071,0.0038,9.8066,0.0802,0.0401,-0.0395,0,-34.25,21,245.99,-85.85,72.09
52.81347,-1.638823,30.15,0,6,98.12,20 / 20,712,2019-11-06 11:45:54:593,-0.8801,-0.3381,9.7604,-0.0097,0.0131,9.8066,0.0456,-0.0093,0.0009,0.44,-34.06,21.19,246.69,-85.86,72.81
52.81347,-1.638823,30.15,0,6,98.12,20 / 20,813,2019-11-06 11:45:54:694,-0.4219,-0.5032,9.9084,0.0022,-0.0053,9.8066,-0.0324,0.0557,-0.0496,0.5,-34.69,20.88,248.96,-85.83,72.69
52.81347,-1.638823,30.15,0,6,98.12,20 / 20,911,2019-11-06 11:45:54:792,-0.1952,-0.2526,9.8439,0.0008,-0.0006,9.8066,-0.0005,0.0058,-0.0401,0.25,-34.44,20.88,246.36,-85.8,72.55
52.81347,-1.638823,30.15,0,6,98.12,20 / 20,1012,2019-11-06 11:45:54:893,-0.4857,-0.3356,9.8798,0.0003,-0.0015,9.8066,0.0123,0.0459,-0.0336,1,-34.62,20.5,248.72,-85.79,72.5
52.81347,-1.638823,30.15,0,6,98.12,20 / 20,1112,2019-11-06 11:45:54:993,-0.2765,-0.0805,9.6682,-0.0052,0.0044,9.8066,-0.048,0.0287,-0.0092,0.69,-34.56,20.06,248.54,-85.77,72.53
52.81347,-1.638823,30.15,0,6,98.12,20 / 20,1212,2019-11-06 11:45:55:093,-0.6711,-0.53,9.9423,0.0031,0.0026,9.8066,0.0021,-0.0052,0.0064,0.56,-34.75,20.25,248.92,-85.78,72.92
52.81347,-1.638823,30.15,0,6,98.12,20 / 20,1312,2019-11-06 11:45:55:193,-0.4623,-0.3249,9.8176,-0.0007,-0.0016,9.8066,-0.0126,0.0447,-0.0193,1.06,-34.56,20.25,248.89,-85.76,72.91
52.81347,-1.638823,30.15,0,6,98.12,20 / 20,1412,2019-11-06 11:45:55:293,-0.2579,-0.1803,9.8224,0.0028,0.0014,9.8066,-0.0135,0.0063,-0.0106,0.44,-34.31,20.63,246.67,-85.73,72.97
52.81347,-1.638823,30.15,0,6,98.12,21 / 22,1512,2019-11-06 11:45:55:393,-0.4132,-0.3386,9.8615,-0.0024,0.0008,9.8066,-0.005,0.0422,-0.0104,0.38,-34.5,20.13,246.42,-85.72,73.05
52.81347,-1.638823,30.15,0,6,98.12,21 / 22,1611,2019-11-06 11:45:55:492,-0.3041,-0.2463,9.7693,-0.0013,-0.0025,9.8066,-0.0329,0.0363,-0.0155,1,-34.5,20.56,249.41,-85.74,73.1
52.81347,-1.638823,30.15,0,6,98.12,21 / 22,1712,2019-11-06 11:45:55:593,-0.3369,-0.3953,9.9163,-0.0043,0.0002,9.8066,-0.0119,0.036,-0.0155,0.19,-34.25,20.75,246.7,-85.75,72.98
52.81347,-1.638823,30.15,0,6,98.12,21 / 22,1812,2019-11-06 11:45:55:693,-0.3306,-0.4261,9.8445,-0.0019,0.0001,9.8066,-0.0125,0.0031,0.0191,0.63,-34.37,20.69,249.5,-85.75,73.18
52.81347,-1.638823,30.15,0,6,98.12,21 / 22,1912,2019-11-06 11:45:55:793,-0.8357,-0.176,9.7627,-0.0023,-0.0001,9.8066,-0.0165,0.0284,-0.0008,0.56,-34.44,20.31,249.28,-85.76,73.13
52.81347,-1.638823,30.15,0,6,98.12,21 / 22,2012,2019-11-06 11:45:55:893,-0.4594,-0.1462,9.7835,-0.0047,-0.0004,9.8066,0.0065,0.0093,0.0075,0.25,-34.25,20.56,246.94,-85.77,73.22
52.81347,-1.638823,30.15,0,6,98.12,21 / 22,2112,2019-11-06 11:45:55:993,-1.0408,0.0487,9.2357,0.0201,-0.0109,9.8065,-0.0946,-0.103,0.121,0.69,-34.37,20.63,249.62,-85.77,73.28
52.81347,-1.638823,30.15,0,6,98.12,21 / 22,2212,2019-11-06 11:45:56:093,-0.6469,-0.8043,10.1903,-0.0007,0.0113,9.8066,-0.0145,0.0676,0.0419,0.25,-34.81,20.88,246.45,-85.76,72.89
52.81347,-1.638823,30.15,0,6,98.12,21 / 22,2312,2019-11-06 11:45:56:193,-0.6435,-0.5741,9.9414,-0.002,0.0069,9.8066,0.0194,-0.0203,-0.0371,0.25,-34.5,20.88,246.78,-85.73,73.11
52.81347,-1.638823,30.15,0,6,98.12,21 / 22,2412,2019-11-06 11:45:56:293,-0.8307,-0.1986,9.732,0.0163,-0.0009,9.8066,0.0099,0.0795,-0.038,0.25,-33.69,20.88,247.04,-85.68,73.44
52.81347,-1.638823,30.15,0,6,98.12,20 / 21,2512,2019-11-06 11:45:56:393,-0.0435,-0.3944,9.9578,0.0093,-0.0028,9.8066,-0.0257,0.0267,0.0122,0.44,-34.87,20.81,246.66,-85.69,73.22
52.81347,-1.638823,30.15,0,6,98.12,20 / 21,2612,2019-11-06 11:45:56:493,-0.6536,-0.4554,9.8171,0.0077,0.0018,9.8066,-0.0331,0.0746,-0.0482,-0.12,-34.31,21.31,246.43,-85.67,72.82
52.81347,-1.638823,30.15,0,6,98.12,20 / 21,2712,2019-11-06 11:45:56:593,-0.1187,-0.5198,9.9605,-0.0021,0.0054,9.8066,0.0317,0.0457,-0.0209,0.75,-34.87,20.5,249.05,-85.69,72.99
52.81347,-1.638823,30.15,0,6,98.12,20 / 21,2813,2019-11-06 11:45:56:694,-0.655,-0.1231,9.689,0.0025,-0.0013,9.8066,-0.0125,-0.0067,-0.0123,1.06,-33.75,20.69,249.18,-85.68,72.95
52.81347,-1.638823,30.15,0,6,98.12,20 / 21,2912,2019-11-06 11:45:56:793,-0.2993,-0.2171,9.7612,-0.0025,-0.0018,9.8066,-0.0053,0.0387,-0.0249,0.38,-34,20.81,246.3,-85.67,72.67
52.81347,-1.638823,30.15,0,6,98.12,20 / 21,3012,2019-11-06 11:45:56:893,-0.7669,-0.4175,9.8026,0.0147,-0.0137,9.8065,-0.0555,-0.0081,0.0405,0.56,-33.87,20.44,249.82,-85.62,73.91
52.81347,-1.638823,30.15,0,6,98.12,20 / 21,3112,2019-11-06 11:45:56:993,-0.8033,-0.508,9.742,0.011,-0.0002,9.8066,-0.0066,0.0627,-0.0755,-0.25,-34.12,20.69,246.52,-85.61,73
52.81347,-1.638823,30.15,0,6,98.12,20 / 21,3212,2019-11-06 11:45:57:093,0.0971,-0.271,9.9181,0.0142,0.0009,9.8066,-0.0127,0.0064,0.0593,0.75,-34.19,20.81,249.01,-85.67,72.79
52.81347,-1.638823,30.15,0,6,98.12,20 / 21,3312,2019-11-06 11:45:57:193,-0.625,-0.3225,9.8293,0.0047,-0.0025,9.8066,-0.0334,0.0909,-0.0366,0.31,-34.56,20.81,246.33,-85.65,72.94
52.81347,-1.638823,30.15,0,6,98.12,20 / 21,3412,2019-11-06 11:45:57:293,-0.0608,-0.314,9.7895,0.0003,0.0013,9.8066,-0.0101,0.0425,-0.0006,0.63,-34.62,20.63,248.81,-85.63,72.84
52.81347,-1.638823,30.15,0,6,98.12,23 / 23,3511,2019-11-06 11:45:57:392,-0.7155,-0.4678,9.846,0.0061,0.0028,9.8066,-0.0213,0.0961,-0.0119,0.19,-34.44,20.06,246.05,-85.63,72.81
52.81347,-1.638823,30.15,0,6,98.12,23 / 23,3612,2019-11-06 11:45:57:493,-0.2705,-0.5498,9.9727,-0.0036,-0.0002,9.8066,-0.0109,0.0547,-0.0278,0.56,-34.56,20.44,248.38,-85.64,72.58
52.81347,-1.638823,30.15,0,6,98.12,23 / 23,3712,2019-11-06 11:45:57:593,-0.7621,-0.3889,9.804,0.0042,0.0012,9.8066,-0.0077,0.0542,-0.0007,0.5,-34.31,20.38,248.7,-85.62,72.73
52.81347,-1.638823,30.15,0,6,98.12,23 / 23,3812,2019-11-06 11:45:57:693,-0.6738,-0.2729,9.7656,-0.0047,-0.0016,9.8066,-0.0176,0.0661,-0.0287,0.25,-34.87,20.75,246.12,-85.63,72.75
52.81347,-1.638823,30.15,0,6,98.12,23 / 23,3912,2019-11-06 11:45:57:793,-0.7774,-0.2323,9.7856,-0.0011,-0.0003,9.8066,-0.0105,0.0566,-0.0045,1,-34.62,21.13,248.87,-85.64,72.89
52.81347,-1.638823,30.15,0,6,98.12,23 / 23,4012,2019-11-06 11:45:57:893,-0.5199,-0.4596,9.8399,0.0003,0.0013,9.8066,-0.0121,0.053,-0.0094,0.25,-34.5,21.25,246.24,-85.65,72.65
52.81347,-1.638823,30.15,0,6,98.12,23 / 23,4112,2019-11-06 11:45:57:993,-0.2637,-0.5734,9.921,0.0032,-0.0003,9.8066,-0.0018,0.0093,0.0009,0.69,-33.87,21.06,248.92,-85.66,72.7
52.81347,-1.638823,30.15,0,6,98.12,23 / 23,4213,2019-11-06 11:45:58:094,-0.4122,-0.4516,9.8995,0.0026,0.0002,9.8066,0.0026,0.0338,-0.0018,0,-34.5,21.31,246.26,-85.68,72.63
52.81347,-1.638823,30.15,0,6,98.12,23 / 23,4312,2019-11-06 11:45:58:193,-0.3477,-0.2305,9.795,0.0009,-0.0009,9.8066,0.0065,-0.0172,0.0075,0.56,-34.5,21.25,248.94,-85.7,72.67
