GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
53.040535,-1.817358,341.45,4.95,4,47.15,22 / 24,310314,2019-11-06 12:47:32:022,-0.8319,2.3525,10.0381,0.0585,-0.0519,9.8063,-0.0331,0.3962,-0.2659,-11.94,-41.37,-14.56,74.46,-86.38,28.29
53.040535,-1.817358,341.45,4.95,4,47.15,22 / 24,310414,2019-11-06 12:47:32:122,3.0268,-1.966,9.2447,0.0327,-0.033,9.8065,0.0194,-0.0713,-0.0235,-12.06,-40.94,-15.75,75.01,-86.31,30.76
53.041153,-1.816181,348.03,16.77,4,49.9,20 / 22,310514,2019-11-06 12:47:32:222,3.9356,-1.9798,8.5346,0.0451,-0.0574,9.8063,-0.1412,0.5313,-0.1859,-11.94,-40.94,-15.06,77.67,-86.25,31.14
53.041153,-1.816181,348.03,16.77,4,49.9,20 / 22,310614,2019-11-06 12:47:32:322,3.399,-3.5633,8.5055,-0.0892,0.0501,9.806,-0.0091,-0.5568,0.2693,-12.81,-40.94,-15.75,78.78,-85.83,31.48
53.041153,-1.816181,348.03,16.77,4,49.9,20 / 22,310714,2019-11-06 12:47:32:422,4.0924,-3.6456,9.1598,0.0422,-0.0651,9.8063,-0.1342,0.8637,-0.4285,-11.25,-41.19,-15.75,73.02,-85.71,29.75
53.041153,-1.816181,348.03,16.77,4,49.9,20 / 22,310814,2019-11-06 12:47:32:522,2.9794,-2.66,10.8263,0.003,0.0008,9.8066,-0.1025,0.2234,-0.2083,-12.5,-41,-15.56,70.81,-85.55,25.22
53.041153,-1.816181,348.03,16.77,4,49.9,20 / 22,310914,2019-11-06 12:47:32:622,1.0648,-3.0766,9.0622,0.0783,-0.0505,9.8061,-0.0229,0.3707,-0.3459,-11.37,-40.81,-15.87,72.47,-85.22,28.23
53.041153,-1.816181,348.03,16.77,4,49.9,20 / 22,311014,2019-11-06 12:47:32:722,-1.5492,2.2126,10.3308,-0.0254,-0.0068,9.8065,-0.0237,-0.0479,-0.0137,-12.25,-41.25,-16.12,74.69,-85.27,28.36
53.041153,-1.816181,348.03,16.77,4,49.9,20 / 22,311114,2019-11-06 12:47:32:822,-2.1347,2.7922,9.4834,0.0563,-0.0521,9.8063,-0.1396,0.7314,-0.3485,-11.31,-41.12,-16.06,68.06,-85.24,24.1
53.041153,-1.816181,348.03,16.77,4,49.9,20 / 22,311214,2019-11-06 12:47:32:922,-2.5529,4.7272,9.6012,0.0477,-0.0235,9.8065,-0.0542,0.49,-0.3671,-11.69,-41.5,-16.25,72.32,-85.13,25.81
53.041153,-1.816181,348.03,16.77,4,49.9,20 / 22,311314,2019-11-06 12:47:33:022,3.3288,-2.6707,9.2796,0.0708,-0.0776,9.806,0.1298,0.3076,-0.2469,-11.75,-41.19,-15.75,76.02,-85.05,29.17
53.041153,-1.816181,348.03,16.77,4,49.9,20 / 22,311414,2019-11-06 12:47:33:122,-0.6989,2.9744,9.2933,0.0635,-0.0387,9.8063,-0.0825,0.5445,-0.222,-11.75,-40.81,-16.37,69.98,-85.45,24.23
53.041153,-1.816181,348.03,16.77,4,49.9,20 / 21,311514,2019-11-06 12:47:33:222,3.0764,-4.2691,9.9489,0.0273,-0.0116,9.8066,-0.0264,0.0853,-0.0509,-12.25,-41.62,-15.31,72.94,-85.35,24.44
53.041153,-1.816181,348.03,16.77,4,49.9,20 / 21,311614,2019-11-06 12:47:33:322,-0.6224,1.8286,9.6721,0.058,-0.0599,9.8062,-0.0431,0.4985,-0.2453,-11.12,-40.94,-16.06,66.98,-85.42,23.46
