GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
52.203125,-2.197729,120.81,8.87,2,244.31,21 / 21,13365410,2020-01-08 15:58:09:004,-1.399,3.8243,10.2656,-0.0212,0.01,9.8066,0.047,-0.3425,0.065,9.88,-33.56,14.25,72.68,-83.67,-155.04
52.203125,-2.197729,120.81,8.87,2,244.31,21 / 21,13365510,2020-01-08 15:58:09:104,-2.431,3.1283,10.2752,-0.0209,-0.0285,9.8066,0.0326,-0.3397,0.1064,10.13,-34,14.44,72.81,-83.37,-155.5
52.203125,-2.197729,120.81,8.87,2,244.31,21 / 21,13365610,2020-01-08 15:58:09:204,-0.6225,1.6089,9.186,-0.0034,-0.0116,9.8066,0.0841,-0.3966,0.076,9.81,-33.31,13.63,72.56,-83.23,-155.62
52.203125,-2.197729,120.81,8.87,2,244.31,21 / 21,13365710,2020-01-08 15:58:09:304,-2.0602,1.6326,9.1436,0.007,-0.0123,9.8066,-0.0559,-0.3776,0.128,9.88,-33.56,12.25,78.37,-83.13,-156.4
52.203125,-2.197729,120.81,8.87,2,244.31,21 / 21,13365810,2020-01-08 15:58:09:404,-1.3801,0.9305,9.8578,0.0484,-0.0153,9.8064,-0.0609,-0.4104,0.2121,10.44,-33.62,11.88,79.31,-83.16,-155.43
52.203125,-2.197729,120.81,8.87,2,244.31,21 / 21,13365910,2020-01-08 15:58:09:504,-0.2203,3.7224,9.9678,-0.0032,0.0016,9.8066,-0.0043,-0.4725,-0.0038,10.56,-33.37,10.25,87.26,-83.46,-155.2
52.203125,-2.197729,120.81,8.87,2,244.31,21 / 21,13366010,2020-01-08 15:58:09:604,0.8505,1.1417,10.0715,-0.006,-0.0252,9.8066,0.0302,-0.3466,-0.0807,12,-32.94,10.31,85.63,-83.49,-158.5
52.203125,-2.197729,120.81,8.87,2,244.31,21 / 21,13366110,2020-01-08 15:58:09:704,-2.0601,1.7619,10.2212,-0.0009,-0.0634,9.8064,0.0895,-0.3512,0.1616,12.5,-33,9.13,87.34,-83.35,-162.06
52.203125,-2.197729,120.81,8.87,2,244.31,21 / 21,13366210,2020-01-08 15:58:09:804,0.0862,0.476,9.466,0.0076,-0.02,9.8066,0.0404,-0.0806,-0.0266,12.94,-32.69,10.44,83.34,-83,-163.35
52.203125,-2.197729,120.81,8.87,2,244.31,21 / 21,13366309,2020-01-08 15:58:09:903,0.9801,-1.0721,10.0823,0.0244,-0.0004,9.8066,0.1114,-0.1686,-0.1423,13.19,-33.12,10.88,77.45,-83.06,-165.72
