No of GPS Satellites Available, Time Since Start of Day (seconds), Latitude (degrees), Longitude (degrees), Velocity (km/hr), Heading (degrees), Height (km), Vertical velocity (km/hr), Sample period (seconds), Steering Angle (degrees), Wheel Speed Front Left (rad/sec), Wheel Speed Front Right (rad/sec), Wheel Speed Rear Left (rad/sec), Wheel Speed Rear Right (rad/sec), Yaw Rate (deg/sec), Indicated Vehicle Speed (km/hr), Indicated Longitudinal Acceleration (g), Indicated Lateral Acceleration (g), Handbrake (0 or 1), Gear Requested (Number fof gear employed 1-5), Gear (Number fof gear employed 1-5), Engine Speed (rev/min), Coolant Temperature (degrees), Clutch Position (0 or 1), Brake Pressure (psi), Brake Position (0 or 1), Battery Voltage (volts), Air Temperature (degrees), Accelerator Pedal Position (0 or 1)
10.0,62986.9,52.5962764,-1.6088959,0.086,0.0,72.76,-0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009180069,0.01937985,1.0,0.0,0.0,854.0,84.0,0.0,0.04998779,0.0,14.1,18.0,0.0
10.0,62987.0,52.5962764,-1.6088958,0.065,0.0,72.75,-0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009180069,0.01937985,1.0,0.0,0.0,858.0,84.0,0.0,-0.1799927,0.0,14.1,18.0,0.0
10.0,62987.1,52.5962764,-1.6088958,0.10099999999999999,0.0,72.74,-0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.009180069,0.01937985,1.0,0.0,0.0,857.0,84.0,0.0,-0.1799927,0.0,14.1,18.0,0.0
10.0,62987.2,52.5962764,-1.6088957000000002,0.047,0.0,72.73,-0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.009180069,0.01937985,1.0,0.0,0.0,856.0,84.0,0.0,-0.1799927,0.0,14.1,18.0,0.0
10.0,62987.3,52.5962764,-1.6088956,0.05,0.0,72.72,-0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.009180069,0.01937985,1.0,0.0,0.0,856.0,84.0,0.0,0.04998779,0.0,14.1,18.0,0.0
10.0,62987.4,52.5962764,-1.6088955,0.076,0.0,72.7,-0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.009180069,0.01937985,1.0,0.0,0.0,852.0,84.0,0.0,-0.1799927,0.0,14.1,18.0,0.0
10.0,62987.5,52.5962764,-1.6088955,0.10099999999999999,0.0,72.68,-0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.1000061,0.0,-0.009180069,0.01937985,1.0,0.0,0.0,851.0,84.0,0.0,0.04998779,0.0,14.0,18.0,0.0
10.0,62987.6,52.5962764,-1.6088953000000001,0.04,0.0,72.66,-0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009180069,0.01937985,1.0,0.0,0.0,854.0,84.0,0.0,0.04998779,0.0,14.1,18.0,0.0
10.0,62987.7,52.5962764,-1.6088953000000001,0.079,0.0,72.65,-0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009180069,0.01937985,1.0,0.0,0.0,857.0,84.0,0.0,-0.1799927,0.0,14.1,18.0,0.0
10.0,62987.8,52.5962764,-1.6088951999999999,0.043,0.0,72.63,-0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009180069,0.01937985,1.0,0.0,0.0,866.0,84.0,0.0,-0.1799927,0.0,14.1,18.0,0.0
10.0,62987.9,52.5962763,-1.608895,0.07200000000000001,0.0,72.61,-0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009180069,0.01937985,1.0,0.0,0.0,871.0,84.0,0.0,-0.1799927,0.0,14.1,18.0,0.0
