No of GPS Satellites Available, Time Since Start of Day (seconds), Latitude (degrees), Longitude (degrees), Velocity (km/hr), Heading (degrees), Height (km), Vertical velocity (km/hr), Sample period (seconds), Steering Angle (degrees), Wheel Speed Front Left (rad/sec), Wheel Speed Front Right (rad/sec), Wheel Speed Rear Left (rad/sec), Wheel Speed Rear Right (rad/sec), Yaw Rate (deg/sec), Indicated Vehicle Speed (km/hr), Indicated Longitudinal Acceleration (g), Indicated Lateral Acceleration (g), Handbrake (0 or 1), Gear Requested (Number fof gear employed 1-5), Gear (Number fof gear employed 1-5), Engine Speed (rev/min), Coolant Temperature (degrees), Clutch Position (0 or 1), Brake Pressure (psi), Brake Position (0 or 1), Battery Voltage (volts), Air Temperature (degrees), Accelerator Pedal Position (0 or 1)
138.0,63853.1,52.5552759,-1.4716621,72.65899999999999,116.762,91.11,-0.3,0.1,0.0,72.45999,72.47,72.61,72.28,0.0,72.43,-0.01938009,-0.009180069,0.0,6.0,3.0,2088.0,87.0,0.0,30.63,1.0,14.1,9.0,0.0
138.0,63853.2,52.55526770000001,-1.4716356,72.59,116.775,91.08,-0.3,0.1,0.0,70.12999,70.58,71.14999,70.37999,0.1000061,70.83,-0.18972020000000003,0.0,0.0,6.0,3.0,1946.0,87.0,0.0,52.23999,1.0,14.1,9.0,0.0
138.0,63853.3,52.5552596,-1.4716093,71.942,116.81299999999999,91.05,-0.3,0.1,0.0,67.91,68.44,68.34,66.83,0.5,68.53,-0.5304,-0.009180069,0.0,6.0,3.0,1811.0,87.0,0.0,66.25998,1.0,14.2,9.0,0.0
138.0,63853.4,52.55525179999999,-1.471584,69.43,116.821,91.02,-0.29,0.1,0.0,65.86,65.81,65.8,63.11,-1.5,66.82,-0.6997199000000001,-0.06936002,0.0,6.0,3.0,1702.0,87.0,0.0,66.72998,1.0,14.1,9.0,0.0
138.0,63853.5,52.5552444,-1.4715597,66.78,116.839,90.99,-0.3,0.1,0.0,63.62,63.76999,63.64,62.45,-1.299988,64.16,-0.74052,0.0,0.0,6.0,3.0,1569.0,87.0,0.0,55.09,1.0,14.1,9.0,0.0
138.0,63853.6,52.555237,-1.4715363000000001,64.292,117.35700000000001,90.96,-0.29,0.1,0.0,61.17,62.22,61.7,61.069990000000004,1.7000119999999999,62.38,-0.6905401,0.09995985,0.0,6.0,3.0,1501.0,87.0,0.0,43.929990000000004,1.0,14.1,9.0,0.0
138.0,63853.7,52.55523,-1.4715138,62.038999999999994,117.227,90.93,-0.29,0.1,0.0,60.03,60.7,60.25,60.08,3.300018,60.59,-0.5701799,0.07956004,0.0,6.0,3.0,1456.0,87.0,0.0,27.78,1.0,14.1,9.0,0.0
138.0,63853.8,52.5552233,-1.4714917,60.538000000000004,116.64299999999999,90.9,-0.29,0.1,0.0,59.78,59.62999,59.73,59.58,0.8000183000000001,59.94,-0.34986,0.02957988,0.0,6.0,3.0,1467.0,87.0,0.0,6.639983999999999,1.0,14.1,9.0,0.0
138.0,63853.9,52.555216699999995,-1.4714698000000002,59.573,116.316,90.86,-0.29,0.1,0.0,59.5,59.459990000000005,59.45,59.23999,-0.29998779999999997,59.46,-0.16014,0.0,0.0,5.0,3.0,1474.0,87.0,0.0,0.9400023999999999,1.0,14.0,9.0,0.0
138.0,63854.0,52.5552101,-1.471448,59.472,116.264,90.83,-0.29,0.1,0.0,59.28999,59.25999,59.34,59.09,0.1000061,59.27,-0.06936002,0.0,0.0,5.0,3.0,1462.0,87.0,0.0,-0.2400208,1.0,14.2,9.0,0.0
138.0,63854.1,52.5552035,-1.4714262,59.364,116.51,90.81,-0.29,0.1,0.0,59.12,59.14999,59.2,58.98,0.3999939,59.18,-0.03978014,0.0,0.0,5.0,3.0,1390.0,87.0,0.0,-0.2400208,0.0,14.1,9.0,0.0
138.0,63854.2,52.555196900000006,-1.4714044000000002,59.346000000000004,116.307,90.77,-0.3,0.1,0.0,59.099990000000005,59.179990000000004,59.179990000000004,58.91,0.3000183,59.16,-0.02958012,0.009180069,0.0,5.0,3.0,1326.0,87.0,0.0,-0.01000977,0.0,14.1,9.0,0.0
138.0,63854.3,52.5551904,-1.4713827,59.256,116.26700000000001,90.74,-0.3,0.1,0.0,59.19,59.17,59.179990000000004,58.8,0.0,59.18,-0.02958012,0.009180069,0.0,5.0,3.0,1377.0,87.0,0.0,-0.7200012,0.0,14.1,9.0,0.0
138.0,63854.4,52.555183899999996,-1.4713610000000001,59.051,116.21700000000001,90.71,-0.3,0.1,0.0,59.099990000000005,59.03999,59.14999,58.8,-0.1999817,59.17,-0.02958012,0.009180069,0.0,5.0,3.0,1359.0,87.0,0.0,-0.2400208,0.0,14.1,9.0,0.0
138.0,63854.5,52.555177400000005,-1.4713392,59.051,116.021,90.68,-0.29,0.1,0.0,58.97,58.95,59.12,58.89,0.0,59.0,-0.02958012,0.0,0.0,5.0,3.0,1369.0,87.0,0.0,-0.01000977,0.0,14.1,9.0,0.0
138.0,63854.6,52.5551709,-1.4713175,59.126000000000005,116.23,90.67,-0.27,0.1,0.0,58.929990000000004,58.929990000000004,59.16,58.89,0.1000061,58.97,-0.01938009,-0.009180069,0.0,5.0,3.0,1381.0,87.0,0.0,-0.01000977,0.0,14.1,9.0,9.5
138.0,63854.7,52.555164399999995,-1.4712958,59.076,116.22,90.65,-0.26,0.1,0.0,58.959990000000005,58.959990000000005,59.099990000000005,58.86,0.0,58.95,-0.02958012,-0.009180069,0.0,5.0,3.0,1433.0,87.0,0.0,-0.01000977,0.0,14.0,9.0,20.5
138.0,63854.8,52.5551579,-1.4712740999999998,58.92100000000001,116.25399999999999,90.62,-0.26,0.1,0.0,58.92,58.89999,59.0,58.73999,0.0,58.89,-0.01938009,0.0,0.0,5.0,3.0,1616.0,87.0,0.0,-0.01000977,0.0,14.1,9.0,27.0
