GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
52.20858,-2.187417,101.63,9.7,2,295.93,24 / 25,12673309,2020-01-08 15:46:36:903,2.7205,1.2363,9.5708,0.0151,-0.0021,9.8066,0.0247,-0.0652,-0.0257,4.94,-36.31,-1.25,156.32,-83.48,-143.66
52.20858,-2.187417,101.63,9.7,2,295.93,24 / 25,12673410,2020-01-08 15:46:37:004,0.7335,-1.5041,9.9221,0.021,0.024,9.8066,0.0537,0.1566,-0.1442,6.31,-35.94,-0.94,153.69,-83.52,-142.88
52.20858,-2.187417,101.63,9.7,2,295.93,24 / 25,12673510,2020-01-08 15:46:37:104,3.8303,3.1787,9.4255,0.009,0.0056,9.8065,0.0139,-0.3769,0.1447,5.19,-35.94,-1.19,156.56,-83.5,-143.16
52.20858,-2.187417,101.63,9.7,2,295.93,24 / 25,12673609,2020-01-08 15:46:37:203,2.27,2.8104,10.1833,0.0259,0.0228,9.8065,0.0779,-0.1005,-0.0757,5,-36.62,-0.31,151.85,-83.36,-141.82
52.20858,-2.187417,101.63,9.7,2,295.93,24 / 25,12673710,2020-01-08 15:46:37:304,2.8708,2.5595,9.8884,-0.0009,-0.0133,9.8065,-0.0368,-0.4041,0.0755,5.31,-36.31,-1.25,156.86,-83.43,-142.84
52.20858,-2.187417,101.63,9.7,2,295.93,24 / 25,12673810,2020-01-08 15:46:37:404,2.1284,1.5481,9.5551,0.0069,0.0121,9.8066,-0.0114,-0.2386,-0.1115,4.44,-36.44,-1.56,166.05,-83.47,-143.18
52.20858,-2.187417,101.63,9.7,2,295.93,24 / 25,12673910,2020-01-08 15:46:37:504,4.2635,3.0181,9.688,-0.0075,-0.0341,9.8065,0.0661,-0.4777,0.0603,4.63,-36.25,-1.87,160.44,-83.65,-145.58
52.20858,-2.187417,101.63,9.7,2,295.93,24 / 25,12674010,2020-01-08 15:46:37:604,3.0934,1.7542,10.8254,-0.0014,-0.0119,9.8066,0.0373,-0.309,-0.1933,4.38,-36.31,-3,167.33,-83.96,-149.04
52.20858,-2.187417,101.63,9.7,2,295.93,24 / 25,12674110,2020-01-08 15:46:37:704,4.7994,2.1908,9.2133,-0.0214,-0.0484,9.8065,-0.0175,-0.6201,0.0174,4.38,-35.69,-3.12,164.65,-84.17,-153.31
52.20858,-2.187417,101.63,9.7,2,295.93,24 / 25,12674210,2020-01-08 15:46:37:804,2.5531,1.3101,10.2588,0.006,-0.043,9.8065,0.1036,-0.4306,-0.0671,5.06,-35.37,-4.25,160.32,-84.6,-158.25
52.20858,-2.187417,101.63,9.7,2,295.93,25 / 25,12674310,2020-01-08 15:46:37:904,2.7998,1.5162,9.0186,0.0039,-0.0202,9.8066,-0.066,-0.6168,0.0212,4.75,-35.87,-5,161.68,-84.76,-161.66
52.20858,-2.187417,101.63,9.7,2,295.93,25 / 25,12674410,2020-01-08 15:46:38:004,4.1652,1.266,10.7284,0.0123,-0.0388,9.8065,0.0136,-0.6348,0.0857,3.63,-35.75,-6.06,168.95,-84.97,-162.13
52.20858,-2.187417,101.63,9.7,2,295.93,25 / 25,12674510,2020-01-08 15:46:38:104,3.7229,0.4686,9.2643,-0.0267,-0.02,9.8066,-0.1466,-0.5644,0.1502,4.5,-35.94,-6.44,164.92,-85.15,-161.05
52.20858,-2.187417,101.63,9.7,2,295.93,25 / 25,12674609,2020-01-08 15:46:38:203,3.8718,0.2921,9.5544,0.007,-0.0192,9.8065,-0.0053,-0.5404,-0.0133,2.44,-35.94,-8.37,182.97,-85.38,-161.96
52.20858,-2.187417,101.63,9.7,2,295.93,25 / 25,12674709,2020-01-08 15:46:38:303,3.5138,0.5145,9.2911,0.0005,0.0205,9.8065,-0.0651,-0.5526,0.0511,2.44,-35,-8.5,182.49,-85.36,-162.62
52.20858,-2.187417,101.63,9.7,2,295.93,25 / 25,12674810,2020-01-08 15:46:38:404,5.3163,0.9375,8.8539,0.0008,0.0129,9.8066,-0.0703,-0.7107,0.1651,0.88,-35.62,-9.44,188.69,-85.13,-162.08
52.20858,-2.187417,101.63,9.7,2,295.93,25 / 25,12674910,2020-01-08 15:46:38:504,4.1764,0.3484,9.0997,-0.0084,-0.0081,9.8066,0.0236,-0.4514,-0.0963,0.5,-35.87,-10.44,189.41,-85.13,-162.06
52.20858,-2.187417,101.63,9.7,2,295.93,25 / 25,12675009,2020-01-08 15:46:38:603,6.8989,0.053,8.8586,-0.0288,-0.005,9.8066,-0.0424,-0.6595,-0.0298,-0.19,-35.75,-10.81,192.05,-85.41,-164.85
52.20858,-2.187417,101.63,9.7,2,295.93,25 / 25,12675110,2020-01-08 15:46:38:704,2.5621,-0.7318,8.9664,0.0476,-0.0651,9.8063,-0.0241,0.099,-0.3648,-1.37,-35.69,-11.19,191.75,-85.78,-170.68
52.20858,-2.187417,101.63,9.7,2,295.93,25 / 25,12675210,2020-01-08 15:46:38:804,-0.5698,-0.1639,9.6246,0.0153,-0.0391,9.8065,-0.092,-0.4633,0.0809,-2.06,-36.12,-12.06,199.22,-86.42,-166.79
52.20858,-2.187417,101.63,9.7,2,295.93,24 / 25,12675310,2020-01-08 15:46:38:904,0.5006,0.9369,10.3562,0.0539,-0.0154,9.8065,0.0512,0.0121,-0.2108,-3.31,-36.12,-12.25,208.23,-86.58,-161.14
52.20858,-2.187417,101.63,9.7,2,295.93,24 / 25,12675410,2020-01-08 15:46:39:004,0.491,-0.1975,8.2617,0.0012,0.027,9.8066,-0.1247,-0.1631,-0.1984,-3.69,-36.12,-12.5,213.91,-86.47,-158.96
52.20858,-2.187417,101.63,9.7,2,295.93,24 / 25,12675510,2020-01-08 15:46:39:104,6.4985,-0.5666,9.5315,0.0705,-0.0154,9.8064,0.08,-0.048,-0.293,-4.62,-35,-12.5,217.84,-86.48,-159.01
52.20858,-2.187417,101.63,9.7,2,295.93,24 / 25,12675609,2020-01-08 15:46:39:203,2.3534,0.0186,9.3618,0.0404,-0.0108,9.8065,0.0223,-0.1,-0.0559,-5.81,-35.25,-12.31,220.34,-86.45,-160.27
52.20858,-2.187417,101.63,9.7,2,295.93,24 / 25,12675710,2020-01-08 15:46:39:304,5.6432,-1.2317,9.7405,0.0584,-0.0484,9.8063,-0.0057,-0.168,-0.0693,-6.81,-35.5,-11.94,227.43,-86.36,-156.12
52.20858,-2.187417,101.63,9.7,2,295.93,24 / 25,12675810,2020-01-08 15:46:39:404,0.6695,0.3696,9.5089,0.0556,-0.0237,9.8064,-0.0624,-0.1495,-0.1299,-7.31,-34.62,-13,234.55,-86.2,-146.45
52.20858,-2.187417,101.63,9.7,2,295.93,24 / 25,12675910,2020-01-08 15:46:39:504,4.1362,-0.7706,10.751,0.035,-0.0049,9.8066,0.0518,-0.2626,0.0003,-9,-35.19,-12.5,243.42,-86.2,-145.54
52.20858,-2.187417,101.63,9.7,2,295.93,24 / 25,12676009,2020-01-08 15:46:39:603,1.1323,0.5628,9.0562,0.0525,0.0033,9.8064,-0.0824,-0.2136,-0.0715,-9.12,-35.75,-12.44,244.28,-85.88,-143.68
52.20858,-2.187417,101.63,9.7,2,295.93,24 / 25,12676109,2020-01-08 15:46:39:703,2.9739,-0.3646,10.2034,0.0342,-0.0109,9.8066,0.0453,-0.3982,0.0746,-11.12,-35,-12.19,253.35,-85.58,-140.05
52.20858,-2.187417,101.63,9.7,2,295.93,24 / 25,12676211,2020-01-08 15:46:39:805,2.1116,-0.3397,9.1472,0.0363,0.0029,9.8065,-0.0393,-0.3157,0.0512,-11.06,-35.25,-12.75,252.6,-85.3,-138.42
52.20858,-2.187417,101.63,9.7,2,295.93,25 / 26,12676310,2020-01-08 15:46:39:904,2.7364,-0.7708,10.2852,0.0112,-0.0011,9.8065,0.048,-0.4077,0.0387,-12.31,-35.06,-11.69,258.02,-85.15,-137.16
