GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
53.223392,-1.87238,423.24,26.66,6,1.94,20 / 20,2383093,2019-11-06 14:07:03:886,-2.2348,-3.9012,10.3734,-0.0348,0.0248,9.8065,-0.1213,0.5261,-0.2486,-11.81,-36.56,-13.31,162.93,-87.18,118.5
53.223392,-1.87238,423.24,26.66,6,1.94,20 / 20,2383193,2019-11-06 14:07:03:986,-5.0034,-1.2185,10.5156,-0.0579,0.0419,9.8064,-0.0305,-0.448,0.3268,-12.5,-36.37,-12.56,156.92,-86.91,111.78
53.223392,-1.87238,423.24,26.66,6,1.94,20 / 20,2383293,2019-11-06 14:07:04:086,4.1065,-6.5021,9.7849,-0.0814,0.0701,9.806,0.0996,0.2376,-0.2113,-14.12,-37.19,-12.81,159.03,-86.89,109.78
53.223392,-1.87238,423.24,26.66,6,1.94,20 / 20,2383394,2019-11-06 14:07:04:187,-3.3058,-1.2264,8.9559,-0.0106,0.0408,9.8065,0.0772,-0.6484,0.4203,-23.62,-39.75,-8.12,183.44,-87.16,112.14
53.223392,-1.87238,423.24,26.66,6,1.94,20 / 20,2383494,2019-11-06 14:07:04:287,-5.0061,-2.8501,10.4121,0.0483,0.0648,9.8062,0.092,0.0521,-0.0226,-10.56,-34.31,6.69,228.76,-86.99,112.17
53.223392,-1.87238,423.24,26.66,6,1.94,20 / 20,2383593,2019-11-06 14:07:04:386,-3.9732,3.5203,9.924,0.0088,0.0094,9.8066,-0.0467,0.756,-0.3128,-9.87,-34.62,-6.37,176.04,-87.32,116.45
53.223392,-1.87238,423.24,26.66,6,1.94,20 / 20,2383693,2019-11-06 14:07:04:486,1.9642,-6.1265,10.7906,-0.0584,0.0423,9.8064,0.1517,-0.5879,0.2153,-10.75,-35.5,-9.94,164.48,-87.27,115.05
53.223392,-1.87238,423.24,26.66,6,1.94,20 / 20,2383793,2019-11-06 14:07:04:586,-4.489,0.3697,10.0247,0.0394,-0.0392,9.8064,-0.0913,0.1769,0.0029,-10.19,-35.44,-11.19,168.11,-87.51,124.63
53.223392,-1.87238,423.24,26.66,6,1.94,20 / 20,2383894,2019-11-06 14:07:04:687,-3.0034,-2.9463,9.9006,-0.0178,0.0043,9.8066,0.0579,-0.5066,0.325,-10.69,-36.06,-11.12,168.48,-87.21,122.21
53.223392,-1.87238,423.24,26.66,6,1.94,20 / 20,2383993,2019-11-06 14:07:04:786,-0.893,-0.6848,10.7402,0.0211,-0.0184,9.8066,0.0391,-0.1936,0.0824,-10,-36.06,-9.87,172.29,-87.02,126.29
53.223392,-1.87238,423.24,26.66,6,1.94,20 / 20,2384093,2019-11-06 14:07:04:886,-3.1038,-3.0172,9.5394,-0.0185,0.0064,9.8066,0.0143,-0.38,0.1313,-9.62,-35,-4.37,193.61,-87.09,127.62
53.223392,-1.87238,423.24,26.66,6,1.94,20 / 20,2384193,2019-11-06 14:07:04:986,-1.2516,1.0784,9.7896,-0.0053,-0.0312,9.8065,-0.0365,-0.0505,0.1642,-19.19,-38,16.19,254.85,-87.16,128.93
