GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
52.55524,-1.471688,145.46,19.6,6,117.41,24 / 24,721109,2020-01-08 17:44:14:702,-0.1687,-0.2846,10.0584,0.0195,0.0185,9.8065,-0.0271,-0.2015,0.1056,-18.06,-34.19,14.19,325.26,-84.45,-157.77
52.55524,-1.471688,145.46,19.6,6,117.41,24 / 24,721210,2020-01-08 17:44:14:803,1.1332,1.2415,9.9383,0.0047,-0.0014,9.8066,-0.0486,-0.088,-0.0027,-18.19,-33.94,14.31,326.23,-84.51,-156.97
52.55524,-1.471688,145.46,19.6,6,117.41,24 / 24,721310,2020-01-08 17:44:14:903,0.2329,-0.2462,9.7103,0.0015,0.029,9.8066,0.0832,-0.1734,0.1276,-18.12,-34,14.06,326.27,-84.57,-156.98
52.55524,-1.471688,145.46,19.6,6,117.41,24 / 24,721410,2020-01-08 17:44:15:003,3.015,1.0652,9.6285,0.0021,-0.0177,9.8065,0.0348,0.2479,-0.1361,-18.56,-33.94,14.13,325.7,-84.25,-155.88
52.55524,-1.471688,145.46,19.6,6,117.41,24 / 24,721510,2020-01-08 17:44:15:103,0.1198,-1.2873,9.4305,0.019,0.0002,9.8065,-0.0616,-0.0653,0.0789,-18,-34.25,15.19,327.76,-84.14,-157.37
52.55524,-1.471688,145.46,19.6,6,117.41,24 / 24,721609,2020-01-08 17:44:15:202,-0.8726,-1.3539,10.3935,-0.006,-0.0061,9.8065,-0.0322,0.1875,-0.0586,-17.5,-33.87,15.13,330.15,-84.05,-156.69
52.55524,-1.471688,145.46,19.6,6,117.41,24 / 24,721709,2020-01-08 17:44:15:302,-0.6164,-0.0461,9.5314,0.0186,-0.0025,9.8066,-0.1242,0.0092,0.0164,-18,-34.37,14.38,325.26,-84.07,-157.43
52.55524,-1.471688,145.46,19.6,6,117.41,24 / 24,721810,2020-01-08 17:44:15:403,1.5978,-1.5683,10.8771,0.0189,-0.0059,9.8066,-0.0764,0.0278,-0.0101,-17.69,-34.31,14.88,328.47,-84.18,-156.78
52.55524,-1.471688,145.46,19.6,6,117.41,24 / 24,721910,2020-01-08 17:44:15:503,2.3424,-0.8272,9.384,0.0021,-0.0094,9.8066,0.0279,0.0812,-0.0442,-18.06,-34.25,14.69,328.02,-84.17,-157.17
52.55524,-1.471688,145.46,19.6,6,117.41,24 / 24,722010,2020-01-08 17:44:15:603,0.4081,-1.1291,10.0577,0.0148,-0.0265,9.8065,-0.0675,0.0286,0.0115,-18.31,-34.12,14.94,327.19,-84.01,-157.76
