GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
52.211346,-2.186876,97.21,0,3,86.76,22 / 24,12779310,2020-01-08 15:48:22:904,0.9892,-0.0839,9.9356,0.0072,-0.0001,9.8066,0.0128,-0.0609,-0.0099,-24.06,-31.31,9.88,346.35,-85.15,-124.86
52.211346,-2.186876,97.21,0,3,86.76,22 / 24,12779409,2020-01-08 15:48:23:003,0.5965,-0.3788,9.7906,0.0076,-0.005,9.8066,-0.0037,-0.1067,0.0362,-23.44,-31.75,9.88,346.51,-85.07,-125.48
52.211346,-2.186876,97.21,0,3,86.76,22 / 24,12779510,2020-01-08 15:48:23:104,0.5049,-0.4207,9.8224,0.0053,-0.0037,9.8066,0.0016,-0.1161,-0.0179,-23.44,-31.37,9.75,346.22,-85.03,-125.77
52.211346,-2.186876,97.21,0,3,86.76,22 / 24,12779610,2020-01-08 15:48:23:204,1.3581,-1.0264,9.937,0.0098,-0.0011,9.8066,-0.0063,-0.1857,-0.0031,-23.44,-31.81,9.5,345.1,-84.92,-126.68
52.211346,-2.186876,97.21,0,3,86.76,22 / 24,12779710,2020-01-08 15:48:23:304,2.2615,-1.0602,9.8281,0.0149,-0.0036,9.8066,0.0259,-0.1458,-0.005,-22.94,-32.06,9.31,340.69,-84.81,-128.38
52.211346,-2.186876,97.21,0,3,86.76,22 / 24,12779810,2020-01-08 15:48:23:404,0.3576,-0.9693,9.8204,0.0092,0.0115,9.8066,-0.0256,-0.2246,0.0099,-22.87,-32.56,9.44,338.9,-84.8,-129.89
52.211346,-2.186876,97.21,0,3,86.76,22 / 24,12779910,2020-01-08 15:48:23:504,0.7931,-0.1388,9.5783,0.013,-0.0057,9.8066,0.009,-0.1705,-0.0136,-22.44,-32.69,10.13,340.88,-84.81,-131.17
52.211346,-2.186876,97.21,0,3,86.76,22 / 24,12780010,2020-01-08 15:48:23:604,2.1302,-1.2719,9.8713,0.0105,0.0049,9.8066,-0.0311,-0.3053,0.0149,-23,-32.87,10.88,339.47,-84.65,-133.58
52.211346,-2.186876,97.21,0,3,86.76,22 / 24,12780109,2020-01-08 15:48:23:703,0.3075,-0.0091,10.1689,-0.0048,0.0131,9.8066,-0.0348,-0.2568,-0.0249,-21.94,-32.94,10.56,341.13,-84.83,-133.12
52.211346,-2.186876,97.21,0,3,86.76,22 / 24,12780210,2020-01-08 15:48:23:804,1.5177,-0.2896,9.8353,0.021,0.0069,9.8065,0.0339,-0.2624,-0.002,-22.62,-32.62,12.06,340.47,-84.87,-134.83
52.211346,-2.186876,97.21,0,3,86.76,25 / 25,12780310,2020-01-08 15:48:23:904,3.5282,-0.6798,9.7497,0.016,-0.0092,9.8065,0.025,-0.2464,0.0213,-22.06,-32.12,11.44,336.03,-84.77,-137.68
52.211346,-2.186876,97.21,0,3,86.76,25 / 25,12780410,2020-01-08 15:48:24:004,0.8558,-0.0148,9.3238,0.0116,-0.0057,9.8066,-0.0249,-0.2153,0.0248,-22.44,-32.37,12.19,336.25,-84.56,-139.47
52.211346,-2.186876,97.21,0,3,86.76,25 / 25,12780509,2020-01-08 15:48:24:103,1.7997,-0.9458,9.6304,-0.0016,-0.0036,9.8066,-0.0013,-0.2027,0.031,-22.19,-32.06,13.38,338.9,-84.57,-139.15
52.211346,-2.186876,97.21,0,3,86.76,25 / 25,12780610,2020-01-08 15:48:24:204,0.703,-0.0446,9.8216,-0.0024,0.0165,9.8066,-0.0338,-0.1551,-0.0083,-22,-31.12,13.5,340.77,-84.74,-139.57
52.211346,-2.186876,97.21,0,3,86.76,25 / 25,12780709,2020-01-08 15:48:24:303,2.0405,0.406,10.439,0.0112,0.0318,9.8065,-0.026,-0.0918,-0.0486,-20.75,-32,14.25,338.79,-85.14,-142.61
52.211346,-2.186876,97.21,0,3,86.76,25 / 25,12780810,2020-01-08 15:48:24:404,2.3198,1.9208,9.6144,0.0035,0.0064,9.8066,-0.0364,-0.0386,0.0277,-20.69,-31.62,14.19,337.07,-85.37,-144.26
52.211346,-2.186876,97.21,0,3,86.76,25 / 25,12780910,2020-01-08 15:48:24:504,2.5381,-0.0432,9.974,-0.0038,-0.002,9.8066,0.0256,0.0606,-0.0477,-20.69,-32.56,13.75,336.47,-85.65,-144.89
